task,tier,dataset_name,status,error,n_rows,n_cols,target_col,accuracy,precision,recall,f1,mae,mse,rmse,r2,automl_models_tried,automl_ensemble_size,automl_best_model_weight,automl_best_model_name,target_source
classification,easy,ritwikb3_heart-disease-cleveland,success,,303.0,14.0,target,0.8688524590163934,0.8766252119841718,0.8688524590163934,0.8689934778776661,,,,,77.0,17.0,0.16,SimpleClassificationPipeline,heuristic
classification,easy,ritwikb3_heart-disease-statlog,success,,270.0,14.0,target,0.8333333333333334,0.8344827586206897,0.8333333333333334,0.8336215842269112,,,,,79.0,30.0,0.08,SimpleClassificationPipeline,heuristic
classification,easy,robikscube_eye-state-classification-eeg-dataset,success,,14980.0,15.0,eyeDetection,0.9766355140186916,0.9766471247014692,0.9766355140186916,0.9766254678256218,,,,,19.0,7.0,0.72,SimpleClassificationPipeline,heuristic
classification,easy,uciml_glass,success,,214.0,10.0,Type,0.6511627906976745,0.625170998632011,0.6511627906976745,0.6234996249062266,,,,,74.0,15.0,0.22,SimpleClassificationPipeline,heuristic
classification,easy,yasserh_heart-disease-dataset,success,,303.0,14.0,target,0.8032786885245902,0.8221511395441824,0.8032786885245902,0.7975188303057155,,,,,72.0,25.0,0.16,SimpleClassificationPipeline,heuristic
classification,easy,yasserh_wine-quality-dataset,success,,1143.0,13.0,quality,0.6812227074235808,0.6481236051162504,0.6812227074235808,0.661863377848961,,,,,62.0,13.0,0.32,SimpleClassificationPipeline,heuristic
classification,mid,andrewmvd_cyberbullying-classification,success,,47692.0,2.0,cyberbullying_type,0.3672292693154418,0.3644450747354897,0.3672292693154418,0.3643027199468733,,,,,20.0,2.0,0.74,SimpleClassificationPipeline,config
classification,mid,christianlillelund_csgo-round-winner-classification,success,,122410.0,97.0,round_winner,0.4901968793399232,0.2402929805145992,0.4901968793399232,0.322498300521252,,,,,90.0,1.0,1.0,MyDummyClassifier,config
classification,mid,fedesoriano_heart-failure-prediction,success,,918.0,12.0,HeartDisease,0.8641304347826086,0.8640112252395916,0.8641304347826086,0.8640450461586503,,,,,63.0,19.0,0.1,SimpleClassificationPipeline,config
classification,mid,fedesoriano_stellar-classification-dataset-sdss17,success,,100000.0,18.0,class,0.59445,0.3533708025,0.59445,0.4432510301357834,,,,,7.0,1.0,1.0,MyDummyClassifier,config
classification,mid,nimapourmoradi_dry-bean-dataset-classification,success,,13611.0,17.0,Class,0.9225119353654058,0.9226782308574346,0.9225119353654058,0.9225635112606932,,,,,23.0,8.0,0.36,SimpleClassificationPipeline,config
classification,mid,tanishqdublish_text-classification-documentation,success,,2225.0,2.0,Label,0.4719101123595505,0.47254578223866,0.4719101123595505,0.4700907671696682,,,,,62.0,19.0,0.2,SimpleClassificationPipeline,config
classification,mid,uciml_iris,success,,150.0,6.0,Species,1.0,1.0,1.0,1.0,,,,,88.0,29.0,0.08,SimpleClassificationPipeline,config
classification,mid,uciml_pima-indians-diabetes-database,success,,768.0,9.0,Outcome,0.7272727272727273,0.7200995461865026,0.7272727272727273,0.7216083916083916,,,,,60.0,20.0,0.18,SimpleClassificationPipeline,config
classification,mid,xhlulu_cpc-codes,success,,260476.0,7.0,class,0.941953316953317,0.9421011743545424,0.941953316953317,0.9419798222598909,,,,,9.0,2.0,0.6,SimpleClassificationPipeline,config
classification,mid,yasserh_titanic-dataset,success,,891.0,12.0,Survived,0.776536312849162,0.7776300115018074,0.776536312849162,0.7682268438101499,,,,,58.0,17.0,0.44,SimpleClassificationPipeline,config
classification,hard,abhishek14398_loan-dataset,success,,39717.0,111.0,term,0.9987411883182276,0.9987433475149372,0.9987411883182276,0.9987402434324724,,,,,16.0,3.0,0.66,SimpleClassificationPipeline,heuristic
classification,hard,andrewmvd_cyberbullying-classification,success,,47692.0,2.0,cyberbullying_type,0.3672292693154418,0.3644450747354897,0.3672292693154418,0.3643027199468733,,,,,20.0,2.0,0.74,SimpleClassificationPipeline,config
classification,hard,balaka18_email-spam-classification-dataset-csv,failed,"The least populated class in y has only 1 member, which is too few. The minimum number of groups for any class cannot be less than 2.",,,,,,,,,,,,,,,,config
classification,hard,ddosad_ecommerce-customer-service-satisfaction,success,,85907.0,20.0,channel_name,0.7964730531952042,0.822831327527672,0.7964730531952042,0.7100450496167998,,,,,11.0,3.0,0.52,SimpleClassificationPipeline,heuristic
classification,hard,hetulmehta_website-classification,success,,1408.0,4.0,Category,0.9893617021276596,0.989897198939752,0.9893617021276596,0.9893561744625576,,,,,56.0,22.0,0.08,SimpleClassificationPipeline,config
classification,hard,jocelyndumlao_consumer-review-of-clothing-product,failed,"The least populated class in y has only 1 member, which is too few. The minimum number of groups for any class cannot be less than 2.",,,,,,,,,,,,,,,,heuristic
classification,hard,pashupatigupta_emotion-detection-from-text,success,,40000.0,3.0,sentiment,0.218,0.1963862343780204,0.218,0.2040914160060884,,,,,13.0,2.0,0.9,SimpleClassificationPipeline,heuristic
classification,hard,prox37_twitter-multilabel-classification-dataset,failed,target column not found,,,,,,,,,,,,,,,,heuristic
classification,hard,saurabhshahane_ecommerce-text-classification,success,,50424.0,2.0,Household,0.8477937530986613,0.8476461403500986,0.8477937530986613,0.847665546989555,,,,,23.0,4.0,0.7,SimpleClassificationPipeline,config
classification,hard,shivamb_spam-url-prediction,success,,148303.0,2.0,is_spam,0.7883415933380533,0.7816886206759445,0.7883415933380533,0.7786530923904136,,,,,25.0,3.0,0.5,SimpleClassificationPipeline,config
regression,easy,ganjerlawrence_mobile-phone-price-prediction-cleaned-dataset,success,,807.0,8.0,Price,,,,,2797.364397307973,51070772.47057256,7146.381774756549,0.8790701871431805,49.0,4.0,0.48,SimpleRegressionPipeline,heuristic
regression,easy,govindaramsriram_crop-yield-of-a-farm,success,,3000.0,6.0,crop_yield,,,,,0.2424405338366826,0.0813485387097175,0.2852166522307517,0.9999962012879684,63.0,10.0,0.22,SimpleRegressionPipeline,heuristic
regression,easy,nalisha_numerical-feature-based-target-prediction-using-ml,success,,10000.0,7.0,target,,,,,3.949538872176644,24.688196159070387,4.968721783222561,0.9953568778356496,41.0,1.0,1.0,SimpleRegressionPipeline,heuristic
regression,easy,quantbruce_real-estate-price-prediction,success,,414.0,8.0,Y house price of unit area,,,,,4.207744642804904,35.36839101200799,5.9471330077616384,0.7891723600727182,71.0,8.0,0.52,SimpleRegressionPipeline,config
regression,easy,ranitsarkar01_porter-delivery-time-estimation,success,,197428.0,14.0,actual_delivery_time,,,,,14.065635223942577,1352.746441880649,36.77970149254408,-0.0010663870592488,11.0,1.0,1.0,MyDummyRegressor,config
regression,easy,sakshisatre_the-boston-housing-dataset,success,,506.0,14.0,MEDV,,,,,1.8163694990470127,8.692139102619322,2.948243392703412,0.8814715574728159,63.0,6.0,0.44,SimpleRegressionPipeline,heuristic
regression,easy,thedevastator_age-prediction-for-individuals-using-multi-omic,success,,104.0,13.0,KLF14_2,,,,,1.1830282190406605,2.115843117627873,1.454593798153929,0.4653700212709692,78.0,6.0,0.28,SimpleRegressionPipeline,heuristic
regression,easy,zubairdhuddi_linear-regression,success,,300.0,2.0,y,,,,,2.642739143537605,10.364482489327177,3.2193916334188324,0.9897996916651902,84.0,6.0,0.64,SimpleRegressionPipeline,heuristic
regression,mid,CooperUnion_cardataset,success,,11914.0,16.0,MSRP,,,,,3628.963243594152,71848851.69445609,8476.370195694386,0.9698566216485064,22.0,1.0,1.0,SimpleRegressionPipeline,config
regression,mid,alamshihab075_health-and-lifestyle-data-for-diabetes-prediction,success,,97297.0,31.0,diet_score,,,,,0.92691296848105,1.3685325111370463,1.169842942935951,0.5666176743808278,16.0,2.0,0.52,SimpleRegressionPipeline,heuristic
regression,mid,camnugent_california-housing-prices,success,,20640.0,10.0,median_house_value,,,,,29921.4642644483,2100814620.707021,45834.64432835735,0.8396825223582361,23.0,4.0,0.36,SimpleRegressionPipeline,config
regression,mid,harlfoxem_housesalesprediction,success,,21613.0,21.0,price,,,,,69060.00987066816,21040099020.7109,145052.05624433904,0.8608244702070068,23.0,4.0,0.34,SimpleRegressionPipeline,config
regression,mid,hrokrin_the-largest-diamond-dataset-currely-on-kaggle,success,,219703.0,26.0,total_sales_price,,,,,608.595256048488,113350331.63644756,10646.611274788216,0.8540769166177853,16.0,1.0,1.0,SimpleRegressionPipeline,config
regression,mid,lorenzozoppelletto_financial-risk-for-loan-approval,success,,20000.0,36.0,RiskScore,,,,,1.1521366697311402,2.105487368347624,1.451029761358334,0.9660883634662212,14.0,3.0,0.9,SimpleRegressionPipeline,config
regression,mid,mirichoi0218_insurance,success,,1338.0,7.0,charges,,,,,2157.995756853887,18165416.84025092,4262.090665418899,0.8829915280743309,40.0,7.0,0.46,SimpleRegressionPipeline,config
regression,mid,ranitsarkar01_porter-delivery-time-estimation,success,,197428.0,14.0,actual_delivery_time,,,,,14.065635223942577,1352.746441880649,36.77970149254408,-0.0010663870592488,11.0,1.0,1.0,MyDummyRegressor,config
regression,mid,rupals_gpu-runtime,success,,241600.0,18.0,Run1 (ms),,,,,1.337494443787644,11.059390212607518,3.325566149185356,0.9999176456403222,14.0,2.0,0.7,SimpleRegressionPipeline,config
regression,mid,yasserh_uber-fares-dataset,success,,200000.0,9.0,fare_amount,,,,,6.08799194477558,105.5742876870762,10.274934923739236,0.0070233364626659,11.0,1.0,1.0,SimpleRegressionPipeline,config
regression,hard,anujsaha0123456789_house-prices-cleaned-dataset-for-regression-ml,success,,1460.0,245.0,SalePrice,,,,,62676.72517123288,7679041254.257759,87630.13896062107,-0.0011362029247814,96.0,1.0,1.0,MyDummyRegressor,heuristic
regression,hard,bharatsahu_house-price-prediction-dataset-insurancehub-usa,failed,not enough rows after preprocessing,,,,,,,,,,,,,,,,heuristic
regression,hard,bjaton_housepricesadvancedregressiontechniquestrain,success,,1460.0,81.0,SalePrice,,,,,17550.55443667059,947981598.127286,30789.30980271052,0.8764092200877944,17.0,3.0,0.62,SimpleRegressionPipeline,heuristic
regression,hard,bobnau_daily-website-visitors,success,,2167.0,8.0,Day.Of.Week,,,,,1.424880621070686e-07,2.7011675026778686e-14,1.643522893870928e-07,0.9999999999999932,48.0,4.0,0.26,SimpleRegressionPipeline,heuristic
regression,hard,deepcontractor_car-price-prediction-challenge,success,,19237.0,18.0,Price,,,,,12427.211355491883,159283121636.93436,399102.8960518006,-510.18373606017593,30.0,2.0,0.94,SimpleRegressionPipeline,heuristic
regression,hard,kanchana1990_colorado-real-estate-market-2026,success,,8362.0,11.0,listPrice,,,,,580925.4627349211,3599654848382.4355,1897275.6384833583,0.3647026623882868,32.0,5.0,0.36,SimpleRegressionPipeline,config
regression,hard,milanvaddoriya_old-car-price-prediction,success,,5512.0,10.0,manufacture,,,,,1.400132982490934,3.5500944839775266,1.8841694414190904,0.7610554610298622,30.0,4.0,0.36,SimpleRegressionPipeline,heuristic
regression,hard,spittman1248_cdc-data-nutrition-physical-activity-obesity,success,,53392.0,33.0,Data_Value,,,,,0.0009327237189366,0.0017047980160003,0.0412891997500605,0.9999835282342876,12.0,1.0,1.0,SimpleRegressionPipeline,config
regression,hard,taweilo_mba-admission-dataset,success,,6194.0,10.0,work_exp,,,,,0.7714094861656355,1.0889214935650684,1.0435140121555957,-0.0008803082604866,96.0,1.0,1.0,MyDummyRegressor,heuristic
regression,hard,valakhorasani_tehran-house-prices-dataset,success,,3479.0,8.0,Price,,,,,4421394199.54023,4.8942289936774455e+19,6995876638.190131,-0.0100151791078129,98.0,1.0,1.0,MyDummyRegressor,heuristic
classification,easy,abhishek14398_heart-disease-classification,success,,303.0,14.0,target,0.8032786885245902,0.8221511395441824,0.8032786885245902,0.7975188303057155,,,,,74.0,20.0,0.14,SimpleClassificationPipeline,heuristic
classification,easy,brsahan_genomic-data-for-cancer,success,,3000.0,3.0,Cancer Present,0.945,0.9452424097564228,0.945,0.9449925128698076,,,,,71.0,14.0,0.34,SimpleClassificationPipeline,heuristic
classification,easy,fedesoriano_stellar-classification-dataset-sdss17,success,,100000.0,18.0,class,0.59445,0.3533708025,0.59445,0.4432510301357834,,,,,7.0,1.0,1.0,MyDummyClassifier,config
classification,easy,himanshunakrani_naive-bayes-classification-data,success,,995.0,3.0,diabetes,0.914572864321608,0.9149629286517488,0.914572864321608,0.9145599198355592,,,,,73.0,15.0,0.2,SimpleClassificationPipeline,heuristic
classification,easy,mahmoudshaheen1134_heart-disease-data,success,,303.0,14.0,target,0.8032786885245902,0.8221511395441824,0.8032786885245902,0.7975188303057155,,,,,73.0,25.0,0.16,SimpleClassificationPipeline,heuristic
classification,easy,priyanshusethi_happiness-classification-dataset,success,,143.0,7.0,happy,0.6206896551724138,0.6184922244759974,0.6206896551724138,0.6188505747126436,,,,,72.0,17.0,0.54,SimpleClassificationPipeline,heuristic
classification,easy,ritwikb3_heart-disease-cleveland,success,,303.0,14.0,target,0.8688524590163934,0.8766252119841718,0.8688524590163934,0.8689934778776661,,,,,77.0,17.0,0.16,SimpleClassificationPipeline,heuristic
classification,easy,ritwikb3_heart-disease-statlog,success,,270.0,14.0,target,0.8148148148148148,0.818070818070818,0.8148148148148148,0.8153256704980844,,,,,80.0,19.0,0.16,SimpleClassificationPipeline,heuristic
classification,easy,robikscube_eye-state-classification-eeg-dataset,success,,14980.0,15.0,eyeDetection,0.9766355140186916,0.9766471247014692,0.9766355140186916,0.9766254678256218,,,,,20.0,7.0,0.72,SimpleClassificationPipeline,heuristic
classification,easy,uciml_glass,success,,214.0,10.0,Type,0.6744186046511628,0.6413181551690443,0.6744186046511628,0.6430549945178602,,,,,75.0,15.0,0.3,SimpleClassificationPipeline,heuristic
classification,easy,yasserh_heart-disease-dataset,success,,303.0,14.0,target,0.8032786885245902,0.8221511395441824,0.8032786885245902,0.7975188303057155,,,,,73.0,25.0,0.16,SimpleClassificationPipeline,heuristic
classification,easy,yasserh_wine-quality-dataset,success,,1143.0,13.0,quality,0.6812227074235808,0.6481236051162504,0.6812227074235808,0.661863377848961,,,,,62.0,13.0,0.32,SimpleClassificationPipeline,heuristic
classification,mid,andrewmvd_cyberbullying-classification,success,,47692.0,2.0,cyberbullying_type,0.3672292693154418,0.3644450747354897,0.3672292693154418,0.3643027199468733,,,,,20.0,2.0,0.74,SimpleClassificationPipeline,config
classification,mid,christianlillelund_csgo-round-winner-classification,success,,122410.0,97.0,round_winner,0.4901968793399232,0.2402929805145992,0.4901968793399232,0.322498300521252,,,,,91.0,1.0,1.0,MyDummyClassifier,config
classification,mid,fedesoriano_heart-failure-prediction,success,,918.0,12.0,HeartDisease,0.8641304347826086,0.8640112252395916,0.8641304347826086,0.8640450461586503,,,,,63.0,19.0,0.1,SimpleClassificationPipeline,config
classification,mid,fedesoriano_stellar-classification-dataset-sdss17,success,,100000.0,18.0,class,0.59445,0.3533708025,0.59445,0.4432510301357834,,,,,7.0,1.0,1.0,MyDummyClassifier,config
classification,mid,nimapourmoradi_dry-bean-dataset-classification,success,,13611.0,17.0,Class,0.9225119353654058,0.9226782308574346,0.9225119353654058,0.9225635112606932,,,,,23.0,8.0,0.36,SimpleClassificationPipeline,config
classification,mid,tanishqdublish_text-classification-documentation,success,,2225.0,2.0,Label,0.4719101123595505,0.47254578223866,0.4719101123595505,0.4700907671696682,,,,,62.0,19.0,0.2,SimpleClassificationPipeline,config
classification,mid,uciml_iris,success,,150.0,6.0,Species,1.0,1.0,1.0,1.0,,,,,88.0,29.0,0.08,SimpleClassificationPipeline,config
classification,mid,uciml_pima-indians-diabetes-database,success,,768.0,9.0,Outcome,0.7272727272727273,0.7200995461865026,0.7272727272727273,0.7216083916083916,,,,,60.0,20.0,0.18,SimpleClassificationPipeline,config
classification,mid,xhlulu_cpc-codes,success,,260476.0,7.0,class,0.941953316953317,0.9421011743545424,0.941953316953317,0.9419798222598909,,,,,9.0,2.0,0.6,SimpleClassificationPipeline,config
classification,mid,yasserh_titanic-dataset,success,,891.0,12.0,Survived,0.776536312849162,0.7776300115018074,0.776536312849162,0.7682268438101499,,,,,58.0,17.0,0.44,SimpleClassificationPipeline,config
classification,hard,abhishek14398_loan-dataset,success,,39717.0,111.0,term,0.9987411883182276,0.9987433475149372,0.9987411883182276,0.9987402434324724,,,,,16.0,3.0,0.66,SimpleClassificationPipeline,heuristic
classification,hard,andrewmvd_cyberbullying-classification,success,,47692.0,2.0,cyberbullying_type,0.3672292693154418,0.3644450747354897,0.3672292693154418,0.3643027199468733,,,,,20.0,2.0,0.74,SimpleClassificationPipeline,config
classification,hard,balaka18_email-spam-classification-dataset-csv,failed,"The least populated class in y has only 1 member, which is too few. The minimum number of groups for any class cannot be less than 2.",,,,,,,,,,,,,,,,config
classification,hard,ddosad_ecommerce-customer-service-satisfaction,success,,85907.0,20.0,channel_name,0.7964730531952042,0.822831327527672,0.7964730531952042,0.7100450496167998,,,,,11.0,3.0,0.52,SimpleClassificationPipeline,heuristic
classification,hard,hetulmehta_website-classification,success,,1408.0,4.0,Category,0.9893617021276596,0.989897198939752,0.9893617021276596,0.9893561744625576,,,,,56.0,22.0,0.08,SimpleClassificationPipeline,config
classification,hard,jocelyndumlao_consumer-review-of-clothing-product,failed,"The least populated class in y has only 1 member, which is too few. The minimum number of groups for any class cannot be less than 2.",,,,,,,,,,,,,,,,heuristic
classification,hard,pashupatigupta_emotion-detection-from-text,success,,40000.0,3.0,sentiment,0.218,0.1963862343780204,0.218,0.2040914160060884,,,,,13.0,2.0,0.9,SimpleClassificationPipeline,heuristic
classification,hard,prox37_twitter-multilabel-classification-dataset,failed,target column not found,,,,,,,,,,,,,,,,heuristic
classification,hard,saurabhshahane_ecommerce-text-classification,success,,50424.0,2.0,Household,0.8477937530986613,0.8476461403500986,0.8477937530986613,0.847665546989555,,,,,23.0,4.0,0.7,SimpleClassificationPipeline,config
classification,hard,shivamb_spam-url-prediction,success,,148303.0,2.0,is_spam,0.7883415933380533,0.7816886206759445,0.7883415933380533,0.7786530923904136,,,,,25.0,3.0,0.5,SimpleClassificationPipeline,config
regression,easy,ganjerlawrence_mobile-phone-price-prediction-cleaned-dataset,success,,807.0,8.0,Price,,,,,2797.364397307973,51070772.47057256,7146.381774756549,0.8790701871431805,49.0,4.0,0.48,SimpleRegressionPipeline,heuristic
regression,easy,govindaramsriram_crop-yield-of-a-farm,success,,3000.0,6.0,crop_yield,,,,,0.2424407225847244,0.0813486072361721,0.2852167723612553,0.9999962012847686,64.0,11.0,0.18,SimpleRegressionPipeline,heuristic
regression,easy,nalisha_numerical-feature-based-target-prediction-using-ml,success,,10000.0,7.0,target,,,,,3.949538872176644,24.688196159070387,4.968721783222561,0.9953568778356496,42.0,1.0,1.0,SimpleRegressionPipeline,heuristic
regression,easy,quantbruce_real-estate-price-prediction,success,,414.0,8.0,Y house price of unit area,,,,,4.207744642804904,35.36839101200799,5.9471330077616384,0.7891723600727182,71.0,8.0,0.52,SimpleRegressionPipeline,config
regression,easy,ranitsarkar01_porter-delivery-time-estimation,success,,197428.0,14.0,actual_delivery_time,,,,,14.065635223942577,1352.746441880649,36.77970149254408,-0.0010663870592488,11.0,1.0,1.0,MyDummyRegressor,config
regression,easy,sakshisatre_the-boston-housing-dataset,success,,506.0,14.0,MEDV,,,,,1.9799171053311408,10.050093147018767,3.1701881879501674,0.8629541159079824,46.0,6.0,0.42,SimpleRegressionPipeline,heuristic
regression,easy,thedevastator_age-prediction-for-individuals-using-multi-omic,success,,104.0,13.0,KLF14_2,,,,,1.1830282190406605,2.115843117627873,1.454593798153929,0.4653700212709692,78.0,6.0,0.28,SimpleRegressionPipeline,heuristic
regression,easy,zubairdhuddi_linear-regression,success,,300.0,2.0,y,,,,,2.642739143537605,10.364482489327177,3.2193916334188324,0.9897996916651902,87.0,6.0,0.64,SimpleRegressionPipeline,heuristic
regression,mid,CooperUnion_cardataset,success,,11914.0,16.0,MSRP,,,,,3628.963243594152,71848851.69445609,8476.370195694386,0.9698566216485064,22.0,1.0,1.0,SimpleRegressionPipeline,config
regression,mid,alamshihab075_health-and-lifestyle-data-for-diabetes-prediction,success,,97297.0,31.0,diet_score,,,,,0.92691296848105,1.3685325111370463,1.169842942935951,0.5666176743808278,14.0,2.0,0.52,SimpleRegressionPipeline,heuristic
regression,mid,camnugent_california-housing-prices,success,,20640.0,10.0,median_house_value,,,,,29921.4642644483,2100814620.707021,45834.64432835735,0.8396825223582361,23.0,4.0,0.36,SimpleRegressionPipeline,config
regression,mid,harlfoxem_housesalesprediction,success,,21613.0,21.0,price,,,,,69060.00987066816,21040099020.7109,145052.05624433904,0.8608244702070068,22.0,4.0,0.34,SimpleRegressionPipeline,config
regression,mid,hrokrin_the-largest-diamond-dataset-currely-on-kaggle,success,,219703.0,26.0,total_sales_price,,,,,608.595256048488,113350331.63644756,10646.611274788216,0.8540769166177853,12.0,1.0,1.0,SimpleRegressionPipeline,config
regression,mid,lorenzozoppelletto_financial-risk-for-loan-approval,success,,20000.0,36.0,RiskScore,,,,,1.1521366697311402,2.105487368347624,1.451029761358334,0.9660883634662212,14.0,3.0,0.9,SimpleRegressionPipeline,config
regression,mid,mirichoi0218_insurance,success,,1338.0,7.0,charges,,,,,2157.995756853887,18165416.84025092,4262.090665418899,0.8829915280743309,40.0,7.0,0.46,SimpleRegressionPipeline,config
regression,mid,ranitsarkar01_porter-delivery-time-estimation,success,,197428.0,14.0,actual_delivery_time,,,,,14.065635223942577,1352.746441880649,36.77970149254408,-0.0010663870592488,11.0,1.0,1.0,MyDummyRegressor,config
regression,mid,rupals_gpu-runtime,success,,241600.0,18.0,Run1 (ms),,,,,1.337494443787644,11.059390212607518,3.325566149185356,0.9999176456403222,14.0,2.0,0.7,SimpleRegressionPipeline,config
regression,mid,yasserh_uber-fares-dataset,success,,200000.0,9.0,fare_amount,,,,,6.08799194477558,105.5742876870762,10.274934923739236,0.0070233364626659,11.0,1.0,1.0,SimpleRegressionPipeline,config
regression,hard,anujsaha0123456789_house-prices-cleaned-dataset-for-regression-ml,success,,1460.0,245.0,SalePrice,,,,,62676.72517123288,7679041254.257759,87630.13896062107,-0.0011362029247814,98.0,1.0,1.0,MyDummyRegressor,heuristic
regression,hard,bharatsahu_house-price-prediction-dataset-insurancehub-usa,failed,not enough rows after preprocessing,,,,,,,,,,,,,,,,heuristic
regression,hard,bjaton_housepricesadvancedregressiontechniquestrain,success,,1460.0,81.0,SalePrice,,,,,17550.55443667059,947981598.127286,30789.30980271052,0.8764092200877944,17.0,3.0,0.62,SimpleRegressionPipeline,heuristic
regression,hard,bobnau_daily-website-visitors,success,,2167.0,8.0,Day.Of.Week,,,,,1.424880621070686e-07,2.7011675026778686e-14,1.643522893870928e-07,0.9999999999999932,48.0,4.0,0.26,SimpleRegressionPipeline,heuristic
regression,hard,deepcontractor_car-price-prediction-challenge,success,,19237.0,18.0,Price,,,,,12427.211355491883,159283121636.93436,399102.8960518006,-510.18373606017593,30.0,2.0,0.94,SimpleRegressionPipeline,heuristic
regression,hard,kanchana1990_colorado-real-estate-market-2026,success,,8362.0,11.0,listPrice,,,,,580925.4627349211,3599654848382.4355,1897275.6384833583,0.3647026623882868,32.0,5.0,0.36,SimpleRegressionPipeline,config
regression,hard,milanvaddoriya_old-car-price-prediction,success,,5512.0,10.0,manufacture,,,,,1.400132982490934,3.5500944839775266,1.8841694414190904,0.7610554610298622,30.0,4.0,0.36,SimpleRegressionPipeline,heuristic
regression,hard,spittman1248_cdc-data-nutrition-physical-activity-obesity,success,,53392.0,33.0,Data_Value,,,,,0.0009327237189366,0.0017047980160003,0.0412891997500605,0.9999835282342876,12.0,1.0,1.0,SimpleRegressionPipeline,config
regression,hard,taweilo_mba-admission-dataset,success,,6194.0,10.0,work_exp,,,,,0.7714094861656355,1.0889214935650684,1.0435140121555957,-0.0008803082604866,96.0,1.0,1.0,MyDummyRegressor,heuristic
regression,hard,valakhorasani_tehran-house-prices-dataset,success,,3479.0,8.0,Price,,,,,4421394199.54023,4.8942289936774455e+19,6995876638.190131,-0.0100151791078129,98.0,1.0,1.0,MyDummyRegressor,heuristic
classification,easy,abhishek14398_heart-disease-classification,success,,303.0,14.0,target,0.8032786885245902,0.8221511395441824,0.8032786885245902,0.7975188303057155,,,,,74.0,20.0,0.14,SimpleClassificationPipeline,heuristic
classification,easy,brsahan_genomic-data-for-cancer,success,,3000.0,3.0,Cancer Present,0.9416666666666668,0.9419072606196706,0.9416666666666668,0.9416587257710076,,,,,71.0,14.0,0.3,SimpleClassificationPipeline,heuristic
classification,easy,fedesoriano_stellar-classification-dataset-sdss17,success,,100000.0,18.0,class,0.59445,0.3533708025,0.59445,0.4432510301357834,,,,,7.0,1.0,1.0,MyDummyClassifier,config
classification,easy,himanshunakrani_naive-bayes-classification-data,success,,995.0,3.0,diabetes,0.914572864321608,0.9146190548703113,0.914572864321608,0.914572864321608,,,,,72.0,31.0,0.08,SimpleClassificationPipeline,heuristic
classification,easy,mahmoudshaheen1134_heart-disease-data,success,,303.0,14.0,target,0.8032786885245902,0.8221511395441824,0.8032786885245902,0.7975188303057155,,,,,73.0,25.0,0.16,SimpleClassificationPipeline,heuristic
classification,easy,priyanshusethi_happiness-classification-dataset,success,,143.0,7.0,happy,0.6206896551724138,0.6184922244759974,0.6206896551724138,0.6188505747126436,,,,,71.0,17.0,0.54,SimpleClassificationPipeline,heuristic
classification,easy,ritwikb3_heart-disease-cleveland,success,,303.0,14.0,target,0.8688524590163934,0.8766252119841718,0.8688524590163934,0.8689934778776661,,,,,77.0,17.0,0.16,SimpleClassificationPipeline,heuristic
classification,easy,ritwikb3_heart-disease-statlog,success,,270.0,14.0,target,0.8148148148148148,0.818070818070818,0.8148148148148148,0.8153256704980844,,,,,80.0,19.0,0.16,SimpleClassificationPipeline,heuristic
classification,easy,robikscube_eye-state-classification-eeg-dataset,success,,14980.0,15.0,eyeDetection,0.9766355140186916,0.9766471247014692,0.9766355140186916,0.9766254678256218,,,,,19.0,7.0,0.72,SimpleClassificationPipeline,heuristic
classification,easy,uciml_glass,success,,214.0,10.0,Type,0.6744186046511628,0.6413181551690443,0.6744186046511628,0.6430549945178602,,,,,75.0,15.0,0.3,SimpleClassificationPipeline,heuristic
classification,easy,yasserh_heart-disease-dataset,success,,303.0,14.0,target,0.8032786885245902,0.8221511395441824,0.8032786885245902,0.7975188303057155,,,,,72.0,25.0,0.16,SimpleClassificationPipeline,heuristic
classification,easy,yasserh_wine-quality-dataset,success,,1143.0,13.0,quality,0.6812227074235808,0.6481236051162504,0.6812227074235808,0.661863377848961,,,,,62.0,13.0,0.32,SimpleClassificationPipeline,heuristic
classification,mid,andrewmvd_cyberbullying-classification,success,,47692.0,2.0,cyberbullying_type,0.3672292693154418,0.3644450747354897,0.3672292693154418,0.3643027199468733,,,,,20.0,2.0,0.74,SimpleClassificationPipeline,config
classification,mid,christianlillelund_csgo-round-winner-classification,success,,122410.0,97.0,round_winner,0.4901968793399232,0.2402929805145992,0.4901968793399232,0.322498300521252,,,,,90.0,1.0,1.0,MyDummyClassifier,config
classification,mid,fedesoriano_heart-failure-prediction,success,,918.0,12.0,HeartDisease,0.8641304347826086,0.8640112252395916,0.8641304347826086,0.8640450461586503,,,,,63.0,19.0,0.1,SimpleClassificationPipeline,config
classification,mid,fedesoriano_stellar-classification-dataset-sdss17,success,,100000.0,18.0,class,0.59445,0.3533708025,0.59445,0.4432510301357834,,,,,7.0,1.0,1.0,MyDummyClassifier,config
classification,mid,nimapourmoradi_dry-bean-dataset-classification,success,,13611.0,17.0,Class,0.9225119353654058,0.9226782308574346,0.9225119353654058,0.9225635112606932,,,,,23.0,8.0,0.36,SimpleClassificationPipeline,config
classification,mid,tanishqdublish_text-classification-documentation,success,,2225.0,2.0,Label,0.4719101123595505,0.47254578223866,0.4719101123595505,0.4700907671696682,,,,,62.0,19.0,0.2,SimpleClassificationPipeline,config
