Area,Room,Parking,Warehouse,Elevator,Address,Price,Price(USD)
64,2,True,True,False,Andisheh,960000000.0,32000.162333078617
113,2,True,True,True,Punak,6500000000.0,216666.76109646066
175,3,True,True,True,Heravi,9450000000.0,314999.90027621994
111,2,True,True,True,Heravi,6050000000.0,201666.77565735515
128,3,True,True,True,Heravi,6500000000.0,216666.63059528795
200,4,True,True,True,Gheitarieh,14000000000.0,466666.7661672545
131,2,True,True,True,Saadat Abad,7980000000.0,265999.9281798357
105,3,True,True,True,Heravi,6000000000.0,200000.04194318515
87,2,True,True,True,Pardis,650000000.0,21666.504159518037
61,2,True,True,False,Salsabil,1100000000.0,36666.70967213456
140,3,True,True,True,Ozgol,6300000000.0,210000.06074131883
185,3,True,True,True,Zargandeh,9000000000.0,300000.0385003697
122,2,True,True,True,Saadat Abad,7900000000.0,263333.0875342317
69,2,True,True,True,Mirdamad,3795000000.0,126499.97371327056
95,2,True,True,True,Punak,6700000000.0,223333.32655862242
90,2,True,True,True,Abbasabad,4000000000.0,133333.47740932961
57,1,True,True,True,Ostad Moein,1600000000.0,53333.4120993328
400,3,True,True,False,Amirabad,2000000000.0,66666.74345077226
81,2,True,True,False,Andisheh,1109700000.0,36989.960377594376
94,2,True,True,True,Andisheh,1250000000.0,41666.69525952616
134,2,True,True,True,Kahrizak,1608000000.0,53599.911532479855
74,2,False,False,True,Parand,315000000.0,10499.995330081623
44,1,True,True,False,Andisheh,585000000.0,19499.947348694346
100,2,True,True,True,Qasr-od-Dasht,3250000000.0,108333.28843244837
175,3,True,True,True,Shahrake Gharb,9300000000.0,309999.94971186057
54,2,True,True,False,Shahran,1850000000.0,61666.721694579865
96,2,True,True,True,Amirieh,2210000000.0,73666.85519900727
90,2,True,True,True,Karoon,2400000000.0,79999.80843315808
90,2,True,True,True,Shahran,3170000000.0,105666.66077607291
68,2,False,False,False,Karoon,1100000000.0,36666.544765167586
68,2,False,False,False,Karoon,1100000000.0,36666.869836469254
90,2,True,True,True,Shahran,3200000000.0,106666.85242974825
97,2,True,True,True,Punak,4700000000.0,156666.786832645
78,2,True,True,False,Punak,2730000000.0,91000.21357953647
125,3,True,True,True,Shahran,5550000000.0,184999.99981686406
97,2,True,True,True,Farmanieh,5950000000.0,198333.41043019394
100,2,True,True,True,Farmanieh,6200000000.0,206666.6781539831
63,2,True,True,True,Feiz Garden,2100000000.0,70000.03913058476
57,1,True,True,True,Punak,2000000000.0,66666.71614724347
80,2,True,True,True,Razi,1390000000.0,46333.23007118158
88,2,True,True,True,Razi,1574000000.0,52466.84223237514
94,2,True,True,True,Razi,1712000000.0,57066.5187603049
109,3,True,True,True,Feiz Garden,4230000000.0,141000.0372061415
78,2,True,True,True,Heravi,3300000000.0,109999.89806961917
250,3,True,True,True,Niavaran,32500000000.0,1083333.3209040414
140,3,True,True,True,Heravi,6800000000.0,226666.52648756196
100,2,True,True,True,Pardis,500000000.0,16666.647556028387
95,2,True,True,True,Shahr-e-Ziba,3150000000.0,104999.99558429333
85,2,True,True,True,Parand,1150000000.0,38333.32773196179
83,2,True,True,True,East Pars,2575000000.0,85833.29398531141
100,2,True,True,True,Pasdaran,5500000000.0,183333.34337678787
60,2,True,True,True,Pasdaran,3450000000.0,115000.10376405463
82,2,True,True,True,Narmak,3050000000.0,101666.68477599915
150,3,True,True,True,Beryanak,2800000000.0,93333.31218286764
49,1,True,True,False,Islamshahr,460000000.0,15333.276147897446
216,4,True,True,False,Andisheh,5700000000.0,190000.0746925936
" 1,000 ",2,True,True,False,Damavand,7000000000.0,233333.30407812423
77,2,False,False,False,Parand,440000000.0,14666.66248972947
63,1,True,True,True,Shahr-e-Ziba,2080000000.0,69333.2213085046
125,3,True,True,False,Parand,1300000000.0,43333.378144048904
45,1,True,True,True,East Ferdows Boulevard,1900000000.0,63333.24256708355
135,3,True,True,True,Qalandari,7500000000.0,250000.13216147502
80,2,True,False,True,Qalandari,4700000000.0,156666.75691936782
155,3,True,True,True,Gheitarieh,9800000000.0,326666.4902279768
125,3,True,True,True,Punak,6300000000.0,210000.0929066353
95,2,True,True,True,Qalandari,6250000000.0,208333.35922976676
85,2,True,True,True,Qalandari,4500000000.0,149999.98095024494
110,2,True,True,True,Qalandari,8100000000.0,270000.05842968053
680,5,True,True,False,Ekhtiarieh,81600000000.0,2719999.9787323913
63,1,True,True,True,Shahr-e-Ziba,2350000000.0,78333.44018060956
60,1,True,True,True,Saadat Abad,3600000000.0,119999.80860496183
210,3,True,True,True,Gheitarieh,14000000000.0,466666.77690108056
145,3,True,True,True,Gheitarieh,11600000000.0,386666.7100473695
171,3,True,True,True,Jordan,8900000000.0,296666.498002991
55,1,True,True,True,East Ferdows Boulevard,1830000000.0,61000.03116385226
140,3,True,True,True,Jordan,7700000000.0,256666.60040987073
147,3,True,True,True,Jordan,8700000000.0,289999.9005496612
83,2,True,True,True,Shahr-e-Ziba,2400000000.0,79999.87639592474
105,2,True,True,True,Pardis,514000000.0,17133.324525554508
55,1,True,True,True,East Ferdows Boulevard,2000000000.0,66666.48381193154
750,5,True,True,True,Mahmoudieh,75000000000.0,2499999.992469289
62,2,True,True,True,Punak,2100000000.0,69999.94988015702
55,1,True,True,True,Persian Gulf Martyrs Lake,1900000000.0,63333.36800891228
75,2,True,True,False,West Ferdows Boulevard,1950000000.0,64999.97690245973
95,2,True,True,True,West Ferdows Boulevard,4200000000.0,140000.0374997491
89,2,True,True,True,Central Janatabad,3620000000.0,120666.59193860092
202,3,True,True,True,Air force,7474000000.0,249133.24546106692
51,1,True,True,False,Southern Janatabad,1720000000.0,57333.21249615751
400,1,True,False,False,Shahedshahr,3000000000.0,99999.8612510416
145,3,True,True,True,Punak,7600000000.0,253333.6506034184
115,3,True,True,True,Punak,5000000000.0,166666.73721892046
130,3,True,True,True,Shahrake Gharb,8450000000.0,281666.5227630193
62,1,False,True,False,Qasr-od-Dasht,950000000.0,31666.76436831214
94,2,True,True,True,Shahr-e-Ziba,3160000000.0,105333.37761160496
87,2,True,True,True,Pardis,726000000.0,24199.861316375296
51,2,False,True,True,Komeil,1050000000.0,35000.15694688151
95,2,True,True,True,Shahr-e-Ziba,2870000000.0,95666.76714094261
80,2,True,True,True,Jeyhoon,2150000000.0,71666.79977770065
145,3,True,True,True,Punak,4300000000.0,143333.18697469647
155,3,True,True,True,Shahrake Gharb,9300000000.0,310000.01750817016
88,2,True,True,True,Ekbatan,3940000000.0,131333.33097043764
175,3,True,True,True,Gheitarieh,15225000000.0,507500.0368411226
94,2,True,True,True,Shahran,4700000000.0,156666.67477732385
89,2,True,True,True,Ekhtiarieh,3300000000.0,109999.92450024522
62,2,True,True,False,Pasdaran,3400000000.0,113333.4188907188
136,3,True,True,True,Punak,7550000000.0,251666.63922036975
60,1,True,True,True,Feiz Garden,2450000000.0,81666.73249763233
120,3,True,True,True,Southern Janatabad,5000000000.0,166666.69032780064
137,3,True,True,True,Pakdasht,1750000000.0,58333.18063578224
160,3,True,True,True,Shahrake Gharb,12500000000.0,416666.7771491115
110,2,True,True,True,Saadat Abad,8800000000.0,293333.28115416993
71,2,True,True,False,Andisheh,940000000.0,31333.3118875625
155,3,True,True,True,Shahrake Gharb,10000000000.0,333333.39949688816
80,2,True,True,False,Andisheh,1110000000.0,37000.03089921082
84,3,True,True,True,Andisheh,1590000000.0,52999.96657377578
77,2,True,True,True,Gheitarieh,5544000000.0,184800.08529924424
74,2,True,True,True,Shahran,4100000000.0,136666.75133881543
130,3,True,True,True,Shahr-e-Ziba,5400000000.0,179999.94224603084
70,2,True,True,True,Southern Janatabad,2400000000.0,79999.97974358482
75,2,False,True,True,Parand,389000000.0,12966.689971992126
83,2,True,False,True,Pasdaran,5000000000.0,166666.7366687052
65,1,True,True,True,Central Janatabad,3500000000.0,116666.77640532119
62,1,False,True,False,Qasr-od-Dasht,1100000000.0,36666.71656895131
140,3,True,True,True,Southern Chitgar,1484000000.0,49466.57475109715
235,3,True,True,True,Gheitarieh,25900000000.0,863333.3607174084
102,2,True,True,True,Gheitarieh,8100000000.0,269999.82409251656
138,3,True,True,True,Kahrizak,1242000000.0,41400.18065463013
49,1,True,True,False,Andisheh,380000000.0,12666.59082748574
250,3,True,True,False,Niavaran,45000000000.0,1499999.9087020296
48,1,True,True,False,Salsabil,995000000.0,33166.61907982414
68,2,True,True,False,Pirouzi,1550000000.0,51666.736128027376
128,3,True,True,True,Marzdaran,5200000000.0,173333.4331429048
60,1,True,True,True,Pirouzi,1380000000.0,45999.864725917396
85,2,True,True,True,Northern Janatabad,3200000000.0,106666.79878576442
85,2,True,True,True,Islamshahr,565000000.0,18833.46334469794
78,2,True,False,False,Islamshahr,550000000.0,18333.46879904059
38,1,True,True,False,Pirouzi,850000000.0,28333.433206610778
92,2,True,False,True,Pirouzi,2760000000.0,91999.97253014422
95,2,True,True,True,Shahran,4650000000.0,154999.86620583685
105,3,True,True,True,East Ferdows Boulevard,3900000000.0,129999.97842561554
92,2,False,False,True,Pardis,550000000.0,18333.216964104562
76,2,True,True,False,West Ferdows Boulevard,2400000000.0,79999.99962435808
85,2,True,True,True,Yaftabad,1250000000.0,41666.78484635546
161,3,True,True,True,Gheitarieh,15350000000.0,511666.65443808155
85,2,True,True,True,Yaftabad,1250000000.0,41666.62481194477
50,1,True,False,True,Ray,750000000.0,24999.860228387857
78,2,True,True,True,West Ferdows Boulevard,2650000000.0,88333.456917343
54,1,True,True,True,East Ferdows Boulevard,2150000000.0,71667.01189876445
100,2,True,True,True,Shahr-e-Ziba,3800000000.0,126666.62750408515
100,2,True,True,True,East Ferdows Boulevard,3500000000.0,116666.66831734656
110,3,True,True,True,Jeyhoon,2330000000.0,77666.62052648248
57,1,True,True,True,East Ferdows Boulevard,2050000000.0,68333.38877964967
63,2,True,True,False,Andisheh,870000000.0,29000.05158048334
100,2,True,True,True,Ostad Moein,3600000000.0,120000.07130925868
80,1,False,True,False,Shahrake Qods,560000000.0,18666.790110520073
115,2,True,True,True,East Ferdows Boulevard,4200000000.0,140000.07309316777
68,1,True,True,False,West Ferdows Boulevard,1950000000.0,65000.061097339196
75,2,True,True,True,East Ferdows Boulevard,2350000000.0,78333.37635529418
48,1,True,True,False,West Ferdows Boulevard,1900000000.0,63333.41609502868
75,2,True,True,False,West Ferdows Boulevard,2450000000.0,81666.64606405408
115,2,True,True,True,Shahran,5000000000.0,166666.52625006772
106,2,True,True,True,East Ferdows Boulevard,3500000000.0,116666.53999366138
56,1,True,True,True,East Ferdows Boulevard,1980000000.0,66000.04009852845
58,1,True,True,True,East Ferdows Boulevard,2080000000.0,69333.38606318152
95,2,True,True,True,Central Janatabad,3700000000.0,123333.39601847061
50,1,True,True,True,West Ferdows Boulevard,1900000000.0,63333.167366369256
60,2,True,True,False,Central Janatabad,2100000000.0,69999.98211544196
60,1,True,True,True,East Ferdows Boulevard,1920000000.0,64000.04955141974
92,2,True,True,False,Mehran,2500000000.0,83333.53639242593
57,1,True,True,True,West Ferdows Boulevard,2300000000.0,76666.8246362764
72,2,True,True,False,West Ferdows Boulevard,2300000000.0,76666.61527318256
71,2,True,True,False,East Ferdows Boulevard,2280000000.0,75999.9841157719
123,2,True,True,True,Northren Jamalzadeh,3600000000.0,120000.02929036035
50,1,True,True,True,West Ferdows Boulevard,1950000000.0,64999.948476508005
58,1,True,True,True,Shahr-e-Ziba,1850000000.0,61666.48426716011
54,1,True,True,True,East Ferdows Boulevard,2050000000.0,68333.28201062251
85,2,True,True,True,Shahr-e-Ziba,2350000000.0,78333.2834086341
85,2,True,True,True,West Ferdows Boulevard,3450000000.0,115000.0691734541
125,3,False,True,True,Nasim Shahr,1300000000.0,43333.36371286059
55,1,True,True,True,East Ferdows Boulevard,1920000000.0,64000.1083666008
72,2,True,True,True,West Ferdows Boulevard,2500000000.0,83333.2116628607
58,1,True,True,True,Shahr-e-Ziba,1850000000.0,61666.5216949432
115,2,True,True,True,East Ferdows Boulevard,5200000000.0,173333.33076206088
100,2,True,True,True,West Ferdows Boulevard,3450000000.0,115000.00568854125
116,2,True,True,True,Persian Gulf Martyrs Lake,4170000000.0,138999.96207778156
105,2,True,True,True,Persian Gulf Martyrs Lake,3250000000.0,108333.29622639566
60,1,True,True,False,East Ferdows Boulevard,1800000000.0,60000.14314793368
53,1,True,True,True,Feiz Garden,2120000000.0,70666.69344728295
55,1,True,True,True,East Ferdows Boulevard,1780000000.0,59333.24691311227
76,2,True,True,True,East Ferdows Boulevard,2250000000.0,75000.01240193653
111,3,True,True,True,Persian Gulf Martyrs Lake,3500000000.0,116666.66542326935
77,2,True,True,True,Golestan,2150000000.0,71666.68958168195
58,1,True,True,True,East Ferdows Boulevard,1860000000.0,61999.87696499017
94,2,True,True,False,Southern Program Organization,3200000000.0,106666.43991261737
58,1,True,True,True,Shahr-e-Ziba,1880000000.0,62666.4701781289
108,2,True,True,True,Golestan,3300000000.0,110000.0204818431
56,1,True,True,True,Feiz Garden,2000000000.0,66666.84885191434
84,2,True,True,True,North Program Organization,3250000000.0,108333.23021190139
60,2,True,True,True,Azarbaijan,1950000000.0,64999.941403473225
53,1,False,True,True,Pardis,470000000.0,15666.548572336655
73,2,True,True,True,Pirouzi,2555000000.0,85166.752915901
73,2,False,False,True,Pirouzi,1970000000.0,65666.49226967707
150,3,True,True,True,Pirouzi,5100000000.0,170000.06749425206
114,2,True,True,True,Pirouzi,3762000000.0,125400.02864399209
66,2,True,True,True,Ostad Moein,1585000000.0,52833.35700936401
53,1,False,True,True,Pardis,540000000.0,17999.841996263676
125,3,True,True,True,Pirouzi,4000000000.0,133333.36759433284
145,3,True,True,True,Gheitarieh,13625000000.0,454166.6629509115
197,3,True,True,True,Dezashib,18715000000.0,623833.2600228912
105,2,True,True,True,Koohsar,4000000000.0,133333.33739732538
135,3,True,True,True,Tenant,4050000000.0,135000.06122942714
137,3,True,True,True,Shams Abad,4660000000.0,155333.29024161116
90,2,True,True,False,Central Janatabad,3200000000.0,106666.71727099518
125,2,True,True,True,Southern Janatabad,6625000000.0,220833.34002490476
175,3,True,True,True,Gheitarieh,15500000000.0,516666.7105599805
52,1,True,True,True,East Ferdows Boulevard,2300000000.0,76666.69556476056
110,3,True,True,True,Persian Gulf Martyrs Lake,3100000000.0,103333.27382364085
110,3,True,True,True,Persian Gulf Martyrs Lake,3100000000.0,103333.29863040076
112,2,True,False,True,Persian Gulf Martyrs Lake,3300000000.0,110000.01202692644
65,2,True,True,True,Shahran,2150000000.0,71666.83628028727
48,1,True,True,True,Andisheh,400000000.0,13333.43722303828
105,2,True,True,True,Persian Gulf Martyrs Lake,2800000000.0,93333.27245648122
56,1,True,True,True,Shahr-e-Ziba,2240000000.0,74666.53296988859
108,2,True,True,True,Golestan,1900000000.0,63333.236864240505
78,2,True,True,True,Southern Janatabad,2920000000.0,97333.3195872138
85,2,True,True,True,Parand,520000000.0,17333.32279403492
105,2,True,True,True,Pardis,535000000.0,17833.444588465518
145,3,True,True,True,Saadat Abad,11000000000.0,366666.63025209616
145,3,True,True,True,Punak,8990000000.0,299666.6475390597
140,3,True,True,True,Punak,6200000000.0,206666.6829623
66,2,True,True,True,Ostad Moein,1580000000.0,52666.64414576469
121,3,True,True,True,Persian Gulf Martyrs Lake,3650000000.0,121666.49431200215
105,2,True,True,True,Persian Gulf Martyrs Lake,3250000000.0,108333.40652332944
150,2,False,True,True,Chardangeh,1200000000.0,39999.93788968742
98,2,True,True,True,Central Janatabad,4480000000.0,149333.34668887864
108,2,True,True,True,Persian Gulf Martyrs Lake,3350000000.0,111666.64215258643
95,2,True,True,True,Ostad Moein,2600000000.0,86666.82059598915
64,1,False,False,True,Fallah,900000000.0,29999.931075389795
75,1,True,False,True,Fallah,1875000000.0,62500.05581268329
50,1,True,True,True,West Ferdows Boulevard,1950000000.0,65000.08245507747
90,2,True,True,True,Persian Gulf Martyrs Lake,2500000000.0,83333.38322940211
93,2,True,True,True,Fallah,1510000000.0,50333.23104791931
148,3,True,True,True,Persian Gulf Martyrs Lake,5750000000.0,191666.62776970933
64,1,False,True,False,Eskandari,1050000000.0,35000.10275795684
114,2,True,True,True,Persian Gulf Martyrs Lake,3600000000.0,120000.02652812732
107,2,True,True,True,Persian Gulf Martyrs Lake,3500000000.0,116666.56005638478
113,2,True,True,True,Persian Gulf Martyrs Lake,3270000000.0,108999.8928335381
115,2,True,True,True,Gheitarieh,7400000000.0,246666.91101825566
115,2,True,True,True,Persian Gulf Martyrs Lake,3600000000.0,119999.91701744623
120,2,True,True,True,Gholhak,8400000000.0,280000.1513192513
76,2,True,True,True,Central Janatabad,2700000000.0,89999.941803182
106,2,True,True,True,North Program Organization,4520000000.0,150666.72070779427
105,2,True,True,True,Gheitarieh,6900000000.0,230000.0531149966
87,2,False,False,True,Ray,1570000000.0,52333.281331795195
68,2,True,True,True,Ostad Moein,1970000000.0,65666.56320694547
70,2,True,True,True,Punak,2580000000.0,85999.89413221033
165,3,True,True,True,Ostad Moein,5250000000.0,175000.21543497668
365,4,True,True,True,Dorous,47450000000.0,1581666.4023062713
175,3,True,True,True,Pasdaran,15500000000.0,516666.4046478318
50,1,True,True,True,West Ferdows Boulevard,1950000000.0,64999.981816153995
70,2,True,True,True,Saadat Abad,4800000000.0,160000.09264633417
165,3,True,True,True,Marzdaran,10230000000.0,341000.21915452287
115,2,True,True,True,Central Janatabad,5080000000.0,169333.2165139774
93,2,True,False,True,Shahr-e-Ziba,2900000000.0,96666.46766616967
181,3,True,True,True,Marzdaran,13000000000.0,433333.3029157781
57,1,True,True,True,Ostad Moein,1600000000.0,53333.243001185314
175,3,True,True,True,Marzdaran,11375000000.0,379166.659857375
146,3,True,True,True,Marzdaran,8500000000.0,283333.41288105544
135,3,True,True,True,Marzdaran,6200000000.0,206666.73446334308
50,1,True,True,True,Southern Program Organization,1980000000.0,66000.11246412192
110,2,True,True,True,Pardis,535000000.0,17833.373472239164
108,2,True,True,True,Mahallati,7000000000.0,233333.20891869467
121,3,True,True,True,Pardis,610000000.0,20333.379301929748
220,3,True,True,True,Elahieh,35200000000.0,1173333.372418063
240,4,True,True,True,Elahieh,38500000000.0,1283333.2739087522
90,2,True,True,True,Shahrakeh Naft,5500000000.0,183333.17374912233
117,2,True,True,True,Niavaran,12500000000.0,416666.5700108628
142,3,True,True,True,Punak,7550000000.0,251666.72615286248
55,1,True,True,False,West Ferdows Boulevard,1950000000.0,64999.91586084673
85,2,True,True,True,Shahran,3300000000.0,109999.98203299918
162,3,True,True,True,Niavaran,16300000000.0,543333.388897436
100,2,True,True,True,Ajudaniye,6500000000.0,216666.79459730902
165,3,True,True,True,Shahrake Gharb,12400000000.0,413333.5742384183
150,3,True,True,True,Niavaran,15000000000.0,499999.9389676569
83,2,True,True,True,Qazvin Imamzadeh Hassan,1450000000.0,48333.42542826144
200,3,True,False,True,West Pars,10000000000.0,333333.1935316064
95,2,True,True,True,Abazar,6700000000.0,223333.48839485666
82,2,True,True,True,Persian Gulf Martyrs Lake,2350000000.0,78333.3959964716
112,3,True,True,True,Shahran,5600000000.0,186666.61969219937
96,2,True,True,True,Northern Janatabad,3900000000.0,130000.07157350288
86,3,True,True,True,Parand,425000000.0,14166.59900805893
105,2,True,True,True,Pardis,940000000.0,31333.50496816803
115,2,True,True,True,Ostad Moein,3280000000.0,109333.58161557656
87,2,True,True,True,Shahr-e-Ziba,3000000000.0,100000.06698526285
165,3,True,True,True,Farmanieh,11500000000.0,383333.1899363919
135,3,True,True,True,Marzdaran,7425000000.0,247499.94743832716
110,2,True,True,True,Feiz Garden,3670000000.0,122333.08155053371
80,2,True,True,True,Southern Janatabad,3500000000.0,116666.83519163444
66,2,True,True,True,Southern Janatabad,1800000000.0,59999.95208226067
88,2,True,True,True,Qazvin Imamzadeh Hassan,1550000000.0,51666.660129691634
70,1,True,True,False,Shahrake Qods,870000000.0,29000.003290602443
130,3,True,True,True,Feiz Garden,5600000000.0,186666.65894163086
87,2,True,True,True,North Program Organization,3000000000.0,99999.91809599253
86,2,True,True,True,Southern Janatabad,4500000000.0,150000.03825841084
62,1,True,True,True,Southern Program Organization,2400000000.0,80000.0769066232
125,3,True,True,True,Punak,6300000000.0,209999.97306408882
87,2,True,True,True,Pardis,725000000.0,24166.72475030196
70,2,True,True,True,Southern Janatabad,2000000000.0,66666.6802172066
65,2,True,True,True,Southern Janatabad,2700000000.0,90000.08539149007
64,2,True,True,True,Southern Janatabad,2100000000.0,69999.92328836118
62,2,True,True,True,Southern Janatabad,2200000000.0,73333.45191029705
70,2,True,True,True,Southern Janatabad,2500000000.0,83333.36965870307
140,3,True,True,True,Gheitarieh,8000000000.0,266666.8718222674
125,3,True,True,True,Gheitarieh,7100000000.0,236666.51103054342
68,2,True,True,True,Southern Janatabad,2100000000.0,69999.85756199274
67,2,True,False,False,West Ferdows Boulevard,2200000000.0,73333.36333450447
64,2,True,True,True,Southern Janatabad,2050000000.0,68333.35407872053
64,2,True,True,False,Jeyhoon,1500000000.0,50000.0885433737
95,2,True,True,False,Northern Janatabad,3900000000.0,129999.9464055906
97,2,True,True,True,Pardis,770000000.0,25666.604742408545
136,3,True,True,True,Persian Gulf Martyrs Lake,4300000000.0,143333.3884807299
70,1,True,True,True,West Ferdows Boulevard,2400000000.0,79999.86033540474
85,2,True,True,True,Qazvin Imamzadeh Hassan,1507000000.0,50233.307135775874
105,2,True,True,True,Pardis,950000000.0,31666.845427828805
50,1,True,False,True,North Program Organization,1900000000.0,63333.43902375798
57,1,True,True,True,Southern Program Organization,2750000000.0,91666.62419901666
121,3,True,True,True,Pardis,610000000.0,20333.25999428274
95,2,True,True,True,West Ferdows Boulevard,3300000000.0,110000.15556826124
65,2,True,True,True,West Ferdows Boulevard,2380000000.0,79333.16524994941
100,2,False,True,False,Tehransar,2000000000.0,66666.6798735403
128,3,True,True,True,Kook,3950000000.0,131666.7335693075
93,2,True,True,True,Gheitarieh,6000000000.0,200000.01682059374
75,2,True,True,True,Qazvin Imamzadeh Hassan,1275000000.0,42500.06213072717
133,4,True,True,False,Jeyhoon,4700000000.0,156666.5764261856
100,2,True,True,True,Northern Janatabad,4450000000.0,148333.23775443717
140,3,True,True,True,Persian Gulf Martyrs Lake,4800000000.0,159999.75047678995
92,2,True,True,True,Central Janatabad,3570000000.0,118999.99411696619
120,2,True,True,False,Amirabad,4500000000.0,150000.0479966744
45,1,True,True,False,Jeyhoon,1030000000.0,34333.1809180892
130,2,True,True,False,Gheitarieh,6890000000.0,229666.59044174314
95,2,False,True,True,Nawab,2185000000.0,72833.22454821323
150,3,False,False,False,Gheitarieh,10500000000.0,350000.0666495007
72,2,True,True,True,Qazvin Imamzadeh Hassan,1206000000.0,40199.95620836433
60,1,True,True,True,Central Janatabad,3350000000.0,111666.50209438537
190,3,True,True,True,Dorous,12000000000.0,400000.0875550954
125,2,True,True,True,Shahrake Gharb,9750000000.0,324999.91197016
90,2,True,True,True,North Program Organization,3420000000.0,114000.14384160531
105,2,True,True,True,Shahr-e-Ziba,4100000000.0,136666.78100883265
90,2,True,True,True,Shahran,2850000000.0,95000.03454709573
102,2,True,True,True,Southern Janatabad,5600000000.0,186666.62289290703
50,1,True,True,True,Ostad Moein,1500000000.0,49999.857626143756
66,2,True,True,False,Punak,2250000000.0,75000.13747080465
125,3,True,True,True,Yousef Abad,8750000000.0,291666.7223389443
132,3,True,True,True,Parand,2050000000.0,68333.30947150908
103,2,True,True,True,Central Janatabad,4300000000.0,143333.37487469846
270,5,True,True,False,Yousef Abad,13500000000.0,449999.96556819876
130,2,True,True,True,Shahran,4180000000.0,139333.17435460366
77,2,True,True,False,,2020000000.0,67333.19069038772
71,1,True,True,True,,2300000000.0,76666.83785130233
160,3,True,True,True,Amirabad,8320000000.0,277333.4323550128
110,2,True,True,True,Shahran,3410000000.0,113666.57118533223
75,2,True,True,True,Shahran,1980000000.0,65999.88922043431
75,2,True,True,True,Shahran,2400000000.0,80000.04116464873
85,2,True,True,True,Northern Suhrawardi,4500000000.0,149999.79491184844
225,3,True,True,True,Heravi,15750000000.0,524999.9777069407
130,3,True,True,True,Saadat Abad,8500000000.0,283333.2700493081
73,2,True,True,True,Qazvin Imamzadeh Hassan,1679000000.0,55966.61735424566
95,2,True,True,True,Saadat Abad,5500000000.0,183333.30894925474
250,4,True,True,False,Shahrake Gharb,35000000000.0,1166666.6870596937
65,2,True,True,True,Salsabil,1750000000.0,58333.273157466865
64,2,True,True,True,Azarbaijan,2090000000.0,69666.5362346702
94,2,True,True,True,Villa,4130000000.0,137666.48331112525
110,2,True,True,True,Pardis,375000000.0,12499.902382535502
105,2,True,True,True,Pardis,550000000.0,18333.33702964954
145,3,True,True,True,Heravi,9000000000.0,299999.96907468303
105,2,True,True,True,Pardis,875000000.0,29166.677196982284
120,2,True,True,True,Farmanieh,12000000000.0,400000.08762985986
100,2,True,True,True,Hakimiyeh,3100000000.0,103333.3815589818
115,2,True,True,True,Water Organization,3800000000.0,126666.58166555862
100,2,False,True,True,Shahr-e-Ziba,3300000000.0,110000.07055812002
63,1,True,True,True,Ostad Moein,1280000000.0,42666.90181525354
55,1,False,False,False,West Ferdows Boulevard,1900000000.0,63333.37822214961
220,3,True,True,True,Heravi,15400000000.0,513333.3519611332
123,3,True,True,True,Nezamabad,3300000000.0,109999.93479907743
81,2,True,True,True,Qazvin Imamzadeh Hassan,1420000000.0,47333.194982127294
130,3,True,True,True,Jeyhoon,2800000000.0,93333.22364796336
108,2,True,True,True,Pasdaran,7700000000.0,256666.8193546594
135,3,True,True,True,Qasr-od-Dasht,2950000000.0,98333.16910051557
82,2,True,True,True,West Ferdows Boulevard,3500000000.0,116666.7432453534
120,2,True,True,True,Southern Program Organization,4250000000.0,141666.68704001233
303,3,True,True,True,Ajudaniye,30000000000.0,999999.9794469741
200,3,True,True,True,Ozgol,18000000000.0,600000.1492457379
50,1,True,True,True,Shahran,1850000000.0,61666.44291253505
80,2,True,True,True,Shahran,3550000000.0,118333.25172591308
100,2,True,True,True,Pardis,1100000000.0,36666.622968101015
85,2,True,True,True,Shahran,2380000000.0,79333.22113222952
44,1,True,True,False,Shahran,1390000000.0,46333.34724826501
115,2,True,True,True,Tajrish,8200000000.0,273333.43433533265
75,2,True,True,True,North Program Organization,2930000000.0,97666.76262937002
65,1,True,True,True,Shahran,2220000000.0,74000.05109709034
86,2,True,True,True,Central Janatabad,3480000000.0,116000.01227959545
106,2,True,True,True,Yousef Abad,5700000000.0,189999.76920978157
203,3,True,True,True,Zaferanieh,36000000000.0,1199999.737860347
92,2,True,True,True,Shahr-e-Ziba,2700000000.0,90000.09179549066
62,1,True,True,True,Southern Program Organization,2170000000.0,72333.37749394146
92,2,True,True,True,Pasdaran,6700000000.0,223333.36979841455
180,3,True,True,True,Pasdaran,9900000000.0,329999.84462246735
85,2,True,True,True,Central Janatabad,3150000000.0,105000.0105926898
60,1,True,True,True,Saadat Abad,3300000000.0,110000.1131384399
100,2,True,True,True,East Ferdows Boulevard,3400000000.0,113333.33733526341
100,2,True,True,True,Northern Janatabad,5100000000.0,169999.908530152
121,2,True,True,True,Garden of Saba,7500000000.0,250000.12323606276
63,1,True,True,True,Farmanieh,5600000000.0,186666.56666362652
98,2,True,True,True,West Ferdows Boulevard,4400000000.0,146666.71428795272
67,2,True,True,True,Pasdaran,3500000000.0,116666.46688812859
87,2,True,True,True,West Ferdows Boulevard,2830000000.0,94333.30454428075
115,3,True,True,True,Pasdaran,5300000000.0,176666.53311542186
49,1,False,False,True,Punak,2300000000.0,76666.51274067021
40,0,False,True,False,Ostad Moein,650000000.0,21666.57812479279
130,3,True,True,True,Yousef Abad,8000000000.0,266666.6665472532
144,3,True,True,False,Pasdaran,8000000000.0,266666.8307600408
66,2,True,True,True,Ostad Moein,1585000000.0,52833.223592039394
