Unnamed: 0,car_name,price,kms_driven,year,engine_cc,seats,fuel_type_Diesel,fuel_type_Electric,fuel_type_Lpg,fuel_type_Petrol,transmission_Manual,ownership_1st Owner,ownership_2nd Owner,ownership_3rd Owner,ownership_4th Owner,ownership_5th Owner
1611,1233,9.80 Lakh,"48,000 kms",0.6478350610819515,1582 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
1129,1796,15.75 Lakh,"55,000 kms",0.3932277985732975,3198 cc,7 Seats,True,False,False,False,False,True,False,False,False,False
497,836,7.35 Lakh,"70,000 kms",0.6478350610819515,1197 cc,7 Seats,True,False,False,False,True,True,False,False,False,False
787,1001,7.25 Lakh,"18,959 kms",0.6478350610819515,1497 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
5082,1001,5.57 Lakh,"59,089 kms",0.3932277985732975,1197 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
5234,21,24.50 Lakh,"68,000 kms",0.1386205360646435,2993 cc,5 Seats,True,False,False,False,False,True,False,False,False,False
3503,912,14.13 Lakh,"4,486 kms",1.6662641111165672,1498 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
3168,1145,7.50 Lakh,"80,243 kms",0.6478350610819515,2982 cc,5 Seats,True,False,False,False,True,False,True,False,False,False
472,1286,1.20 Lakh,"70,000 kms",-2.1528448265132423,1461 cc,5 Seats,False,False,False,True,True,False,False,False,True,False
2805,112,1.75 Lakh,"60,000 kms",-1.1344157764786262,2498 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
3129,1317,42.50 Lakh,"28,000 kms",0.9024423235906056,796 cc,5 Seats,False,False,False,True,False,True,False,False,False,False
5075,1353,32.19 Lakh,"95,472 kms",0.6478350610819515,1197 cc,5 Seats,True,False,False,False,False,True,False,False,False,False
2607,1275,5.25 Lakh,"40,000 kms",1.1570495860992591,1582 cc,5 Seats,False,False,False,True,False,True,False,False,False,False
473,1436,10.75 Lakh,"23,000 kms",0.9024423235906056,2199 cc,5 Seats,True,False,False,False,True,False,True,False,False,False
903,689,7 Lakh,"5,000 kms",1.4116568486079133,1396 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
4994,1166,5.66 Lakh,"1,26,686 kms",0.6478350610819515,1197 cc,5 Seats,False,False,False,True,False,True,False,False,False,False
2655,1453,3.55 Lakh,"4,768 kms",0.6478350610819515,1586 cc,5 Seats,False,False,False,True,False,False,True,False,False,False
2903,1574,14 Lakh,"90,000 kms",0.9024423235906056,1497 cc,4 Seats,True,False,False,False,True,True,False,False,False,False
4446,1554,4 Lakh,"45,000 kms",-0.8798085139699723,1197 cc,5 Seats,False,False,False,True,True,False,False,True,False,False
4812,347,7.50 Lakh,"89,772 kms",0.1386205360646435,1197 cc,5 Seats,False,False,False,True,False,True,False,False,False,False
272,1664,9.25 Lakh,"13,700 kms",1.4116568486079133,1199 cc,5 Seats,False,False,False,True,False,True,False,False,False,False
1321,1061,4.65 Lakh,"72,000 kms",-0.1159867264440103,1950 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
336,255,2.44 Lakh,"74,809 kms",-0.6252012514613183,1498 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
4897,1206,2.86 Lakh,"1,14,638 kms",-0.8798085139699723,998 cc,5 Seats,True,False,False,False,True,False,True,False,False,False
683,435,9.95 Lakh,"36,000 kms",0.3932277985732975,2982 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
2746,388,6.71 Lakh,"10,834 kms",1.4116568486079133,1197 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
964,1433,4.75 Lakh,"1,16,000 kms",-0.1159867264440103,1968 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
1183,1707,23.50 Lakh,"47,000 kms",0.3932277985732975,1498 cc,5 Seats,False,False,False,True,False,True,False,False,False,False
5195,435,7.99 Lakh,"1,28,782 kms",0.3932277985732975,1461 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
486,441,17.95 Lakh,"50,000 kms",1.1570495860992591,998 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
286,1290,4 Lakh,"1,32,596 kms",-2.916666614039204,993 cc,5 Seats,False,False,False,True,True,False,True,False,False,False
4537,360,9.50 Lakh,"43,000 kms",0.9024423235906056,1956 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
3817,112,1.65 Lakh,"80,000 kms",-0.1159867264440103,1086 cc,5 Seats,False,False,False,True,True,False,False,True,False,False
3670,333,1.20 Lakh,"10,000 kms",-1.898237564004588,1461 cc,5 Seats,False,False,False,True,True,False,True,False,False,False
254,502,7.50 Lakh,"5,000 kms",1.6662641111165672,1197 cc,5 Seats,False,False,False,False,True,True,False,False,False,False
1657,1063,4.50 Lakh,"1,56,596 kms",-0.1159867264440103,1798 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
4401,479,4.60 Lakh,"45,000 kms",0.9024423235906056,1495 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
5302,1709,40.90 Lakh,"20,000 kms",0.9024423235906056,2143 cc,7 Seats,False,False,False,True,False,True,False,False,False,False
5290,790,29.90 Lakh,"69,000 kms",-0.1159867264440103,2987 cc,5 Seats,True,False,False,False,False,True,False,False,False,False
4984,492,3.42 Lakh,"1,71,065 kms",0.1386205360646435,1582 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
1561,1096,7.25 Lakh,"44,000 kms",0.1386205360646435,1497 cc,5 Seats,False,False,False,False,True,True,False,False,False,False
4683,462,1.83 Lakh,"65,239 kms",-0.8798085139699723,1248 cc,5 Seats,False,False,False,True,True,False,True,False,False,False
2905,1099,4.50 Lakh,"1,20,000 kms",-0.3705939889526643,3996 cc,4 Seats,True,False,False,False,True,False,False,False,True,False
3545,427,9.48 Lakh,"36,104 kms",0.6478350610819515,998 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
4687,984,3.36 Lakh,"55,202 kms",0.6478350610819515,1196 cc,7 Seats,False,False,False,True,True,True,False,False,False,False
5481,1892,54.50 Lakh,"34,000 kms",0.9024423235906056,1598 cc,7 Seats,True,False,False,False,False,True,False,False,False,False
1350,1307,21.50 Lakh,"37,000 kms",-0.1159867264440103,2498 cc,6 Seats,True,False,False,False,False,False,True,False,False,False
1055,194,5.82 Lakh,"69,720 kms",0.3932277985732975,1061 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
2702,1125,1.56 Lakh,"51,007 kms",-1.643630301495934,2982 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
2519,1625,1.75 Lakh,"80,000 kms",-1.1344157764786262,2523 cc,7 Seats,True,False,False,False,True,False,True,False,False,False
1924,1655,6 Lakh,"1,02,732 kms",0.6478350610819515,1248 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
5154,501,6.51 Lakh,"8,683 kms",1.4116568486079133,1196 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
3835,338,11 Lakh,"70,000 kms",1.1570495860992591,1497 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
3113,1307,21.50 Lakh,"37,000 kms",-0.1159867264440103,1248 cc,5 Seats,True,False,False,False,False,False,True,False,False,False
896,1890,68.50 Lakh,"7,000 kms",1.6662641111165672,1582 cc,5 Seats,False,False,False,True,False,True,False,False,False,False
2792,958,1.80 Lakh,"1,20,000 kms",-1.1344157764786262,796 cc,5 Seats,True,False,False,False,True,False,False,True,False,False
598,1321,19.50 Lakh,"27,000 kms",0.1386205360646435,1591 cc,5 Seats,False,False,False,True,False,False,True,False,False,False
3994,1084,6.96 Lakh,"57,407 kms",0.6478350610819515,2494 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
2522,1719,2.95 Lakh,"50,000 kms",-1.1344157764786262,2179 cc,7 Seats,False,False,False,True,True,True,False,False,False,False
1665,1529,8.60 Lakh,"43,000 kms",0.6478350610819515,1968 cc,5 Seats,False,False,False,True,False,True,False,False,False,False
3570,1206,4.25 Lakh,"66,000 kms",-0.3705939889526643,2184 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
3406,1183,3.87 Lakh,"55,325 kms",-0.1159867264440103,2179 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
4715,421,8.29 Lakh,"1,01,585 kms",0.1386205360646435,1396 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
3703,71,51.75 Lakh,"46,000 kms",0.9024423235906056,1499 cc,5 Seats,False,False,False,True,False,True,False,False,False,False
3540,1571,16.70 Lakh,"21,699 kms",1.4116568486079133,2494 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
228,950,17.50 Lakh,"9,000 kms",1.6662641111165672,1999 cc,5 Seats,False,False,False,True,False,True,False,False,False,False
5095,347,6.98 Lakh,"57,445 kms",-0.1159867264440103,1197 cc,7 Seats,False,False,False,True,False,True,False,False,False,False
4863,1513,5.78 Lakh,"1,79,308 kms",-0.6252012514613183,1495 cc,5 Seats,True,False,False,False,False,False,True,False,False,False
4847,439,12.90 Lakh,"16,968 kms",1.1570495860992591,1497 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
1684,972,3 Lakh,"20,000 kms",0.3932277985732975,2143 cc,5 Seats,False,False,False,True,True,False,True,False,False,False
1862,1206,4.50 Lakh,"1,00,000 kms",-0.6252012514613183,1396 cc,5 Seats,True,False,False,False,True,False,True,False,False,False
17,1042,6.73 Lakh,"34,971 kms",0.3932277985732975,1373 cc,5 Seats,False,False,False,True,True,False,True,False,False,False
5133,131,1.16 Lakh,"48,616 kms",-1.3890230389872802,1373 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
1934,1349,45 Lakh,"57,000 kms",0.6478350610819515,1995 cc,5 Seats,True,False,False,False,False,True,False,False,False,False
1595,1681,3.05 Lakh,"92,195 kms",0.1386205360646435,1598 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
443,9,32.45 Lakh,"49,000 kms",0.6478350610819515,1968 cc,5 Seats,True,False,False,False,False,True,False,False,False,False
5321,1737,3.25 Lakh,"1,65,000 kms",-0.8798085139699723,2987 cc,5 Seats,True,False,False,False,True,False,False,True,False,False
37,373,6.05 Lakh,"39,821 kms",0.1386205360646435,1199 cc,5 Seats,False,False,False,True,False,True,False,False,False,False
1874,1819,15.25 Lakh,"18,999 kms",-1.3890230389872802,1248 cc,5 Seats,False,False,False,True,False,False,True,False,False,False
4734,1180,5.28 Lakh,"1,36,782 kms",0.3932277985732975,1196 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
994,1206,3.40 Lakh,"86,000 kms",-1.1344157764786262,796 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
3821,1729,4.20 Lakh,"1,30,000 kms",-0.3705939889526643,1196 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
4802,1436,6.75 Lakh,"58,200 kms",0.3932277985732975,1498 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
2145,1739,3.30 Lakh,"80,000 kms",-1.1344157764786262,1199 cc,4 Seats,True,False,False,False,True,False,True,False,False,False
3520,850,3.38 Lakh,"38,934 kms",0.1386205360646435,1462 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
1505,1307,11.90 Lakh,"90,004 kms",-0.3705939889526643,1997 cc,7 Seats,True,False,False,False,False,False,False,True,False,False
1586,1045,7.50 Lakh,"63,001 kms",0.3932277985732975,1950 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
5392,33,7.50 Lakh,"1,10,000 kms",-1.1344157764786262,1197 cc,5 Seats,True,False,False,False,False,False,False,True,False,False
3805,1114,4.33 Lakh,"44,230 kms",0.3932277985732975,1969 cc,7 Seats,False,False,False,True,True,True,False,False,False,False
626,34,14.65 Lakh,"51,000 kms",-0.6252012514613183,1497 cc,5 Seats,True,False,False,False,False,False,True,False,False,False
4830,421,11.09 Lakh,"46,095 kms",0.9024423235906056,998 cc,8 Seats,True,False,False,False,True,True,False,False,False,False
926,218,1.50 Lakh,"1,79,000 kms",-1.643630301495934,4461 cc,7 Seats,False,False,False,True,True,False,True,False,False,False
3872,1382,5 Lakh,"1,20,000 kms",-1.3890230389872802,1197 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
88,726,13.90 Lakh,"35,000 kms",0.9024423235906056,1368 cc,5 Seats,False,False,False,True,False,False,True,False,False,False
5220,1579,22.06 Lakh,"14,519 kms",1.6662641111165672,1197 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
734,523,"90,000 ","80,000 kms",-1.898237564004588,2993 cc,5 Seats,False,False,False,True,True,False,True,False,False,False
712,1262,3.15 Lakh,"69,240 kms",-0.6252012514613183,2184 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
4512,922,10.50 Lakh,"65,000 kms",1.1570495860992591,1995 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
3337,96,20 Lakh,"1,50,000 kms",-0.3705939889526643,1997 cc,5 Seats,True,False,False,False,False,True,False,False,False,False
2685,149,3.35 Lakh,"47,547 kms",-0.3705939889526643,1497 cc,5 Seats,True,False,False,False,True,False,True,False,False,False
3248,1619,1.72 Lakh,"43,239 kms",-0.1159867264440103,1497 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
1744,884,4.80 Lakh,"90,000 kms",-1.3890230389872802,1197 cc,5 Seats,True,False,False,False,True,False,True,False,False,False
144,1816,6.90 Lakh,"33,000 kms",0.1386205360646435,1498 cc,5 Seats,True,False,False,False,False,True,False,False,False,False
4410,473,4 Lakh,"60,000 kms",0.9024423235906056,998 cc,5 Seats,True,False,False,False,True,False,True,False,False,False
4349,165,3.65 Lakh,"86,754 kms",-0.1159867264440103,1998 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
746,1266,2.36 Lakh,"1,00,527 kms",-0.8798085139699723,0 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
2700,393,4.26 Lakh,"55,517 kms",-0.3705939889526643,2179 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
3243,647,5.63 Lakh,"21,292 kms",0.3932277985732975,1396 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
2369,1180,6.50 Lakh,"80,000 kms",0.6478350610819515,1968 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
2543,1044,5 Lakh,"48,000 kms",0.3932277985732975,1582 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
3630,233,1 Lakh,"1,00,000 kms",-1.1344157764786262,998 cc,5 Seats,False,False,False,True,True,False,True,False,False,False
485,629,2.66 Lakh,"80,000 kms",-2.1528448265132423,1493 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
3539,1451,3.24 Lakh,"39,265 kms",0.6478350610819515,1451 cc,7 Seats,False,False,False,True,True,True,False,False,False,False
1760,1660,14.50 Lakh,"40,000 kms",1.1570495860992591,1497 cc,8 Seats,False,True,False,False,False,True,False,False,False,False
2570,976,2.31 Lakh,"15,000 kms",0.3932277985732975,1498 cc,5 Seats,False,False,False,True,True,False,True,False,False,False
5368,1378,19.75 Lakh,"35,002 kms",-0.8798085139699723,1198 cc,7 Seats,False,False,False,True,False,False,True,False,False,False
2654,1548,3.77 Lakh,"39,959 kms",-1.1344157764786262,796 cc,5 Seats,False,False,False,True,True,False,True,False,False,False
4229,628,2.65 Lakh,"1,23,445 kms",-0.8798085139699723,1991 cc,5 Seats,False,False,False,True,False,True,False,False,False,False
3700,1171,3.50 Lakh,"1,00,000 kms",-0.1159867264440103,1950 cc,5 Seats,True,False,False,False,True,False,False,True,False,False
3668,421,7.30 Lakh,"1,00,000 kms",-0.1159867264440103,1461 cc,5 Seats,True,False,False,False,True,False,True,False,False,False
5472,717,28 Lakh,"28,000 kms",0.3932277985732975,1396 cc,6 Seats,False,False,False,True,False,True,False,False,False,False
4733,1830,4.54 Lakh,"23,677 kms",0.1386205360646435,1197 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
4245,14,41.80 Lakh,"16,000 kms",1.4116568486079133,1968 cc,5 Seats,False,False,False,True,False,True,False,False,False,False
3589,650,1.60 Lakh,"87,000 kms",-1.3890230389872802,1199 cc,5 Seats,False,False,False,True,True,False,True,False,False,False
737,1363,26.74 Lakh,"68,000 kms",-0.6252012514613183,1248 cc,5 Seats,True,False,False,False,False,True,False,False,False,False
1244,1180,3.27 Lakh,"1,20,450 kms",-0.3705939889526643,1451 cc,5 Seats,True,False,False,False,True,False,True,False,False,False
2952,392,3.61 Lakh,"1,59,147 kms",-0.3705939889526643,1498 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
2897,980,1.65 Lakh,"60,000 kms",-0.8798085139699723,2477 cc,7 Seats,False,False,False,True,True,True,False,False,False,False
3333,1211,2.10 Lakh,"1,10,000 kms",-1.1344157764786262,1197 cc,5 Seats,False,False,False,True,True,False,False,False,True,False
100,190,6.75 Lakh,"50,000 kms",0.1386205360646435,1496 cc,5 Seats,False,False,False,True,False,True,False,False,False,False
3395,446,20 Lakh,"20,000 kms",1.4116568486079133,999 cc,5 Seats,True,False,False,False,False,True,False,False,False,False
5099,1211,5.48 Lakh,"44,071 kms",1.1570495860992591,1197 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
2696,647,5.53 Lakh,"25,258 kms",0.3932277985732975,1497 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
1219,1201,4.83 Lakh,"37,229 kms",1.1570495860992591,2179 cc,7 Seats,False,False,False,True,True,True,False,False,False,False
2727,1256,"98,754 ","48,368 kms",-1.898237564004588,998 cc,5 Seats,False,False,False,True,True,False,False,True,False,False
2002,1876,3.25 Lakh,"76,000 kms",-1.1344157764786262,1995 cc,5 Seats,False,False,False,True,False,False,True,False,False,False
1421,1754,12.62 Lakh,"1,27,429 kms",-0.3705939889526643,1461 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
4221,27,13 Lakh,"72,000 kms",-0.3705939889526643,998 cc,5 Seats,True,False,False,False,False,False,True,False,False,False
4870,405,1.35 Lakh,"1,16,416 kms",-1.3890230389872802,1197 cc,5 Seats,False,False,False,True,True,False,False,True,False,False
1220,88,60 Lakh,"19,000 kms",1.4116568486079133,1968 cc,5 Seats,True,False,False,False,False,True,False,False,False,False
1488,1368,51 Lakh,"40,000 kms",-0.1159867264440103,1196 cc,5 Seats,True,False,False,False,False,True,False,False,False,False
3274,1262,5.23 Lakh,"9,264 kms",1.4116568486079133,2494 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
109,1551,25 Lakh,"18,000 kms",0.6478350610819515,1798 cc,5 Seats,False,False,False,True,False,True,False,False,False,False
4557,1184,6.15 Lakh,"84,798 kms",1.1570495860992591,1197 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
1988,527,1.13 Lakh,"1,00,694 kms",-1.898237564004588,1197 cc,5 Seats,False,False,False,True,True,False,False,True,False,False
4635,159,1.60 Lakh,"80,000 kms",-0.3705939889526643,1197 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
4219,504,3.47 Lakh,"56,384 kms",-0.1159867264440103,1598 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
5159,1178,5.43 Lakh,"69,036 kms",0.6478350610819515,999 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
5155,1056,6.96 Lakh,"50,251 kms",0.9024423235906056,1956 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
2083,178,5.45 Lakh,"1,21,000 kms",-0.6252012514613183,1497 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
5203,1437,8.52 Lakh,"28,137 kms",0.6478350610819515,1248 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
1789,1511,12 Lakh,"85,000 kms",-0.3705939889526643,1968 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
2104,1627,1.90 Lakh,"1,10,000 kms",-1.3890230389872802,1405 cc,5 Seats,True,False,False,False,True,False,True,False,False,False
1379,269,4.56 Lakh,"94,025 kms",0.3932277985732975,998 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
696,1252,3.41 Lakh,"47,756 kms",0.1386205360646435,4461 cc,5 Seats,False,False,False,False,True,True,False,False,False,False
4314,1354,45.75 Lakh,"46,100 kms",0.3932277985732975,814 cc,5 Seats,True,False,False,False,False,True,False,False,False,False
4877,689,2.20 Lakh,"92,573 kms",-1.3890230389872802,1582 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
3211,93,56.50 Lakh,"29,000 kms",0.9024423235906056,1591 cc,5 Seats,True,False,False,False,False,True,False,False,False,False
1344,330,10.50 Lakh,"2,000 kms",1.6662641111165672,2694 cc,7 Seats,False,False,False,True,True,True,False,False,False,False
2006,948,6.69 Lakh,"74,000 kms",-0.8798085139699723,1061 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
1231,1207,3.23 Lakh,"97,947 kms",-0.3705939889526643,1582 cc,5 Seats,True,False,False,False,True,False,True,False,False,False
5054,523,1 Lakh,"84,173 kms",-1.898237564004588,1582 cc,5 Seats,False,False,False,True,True,False,False,True,False,False
2215,423,12.50 Lakh,"84,738 kms",0.6478350610819515,1197 cc,7 Seats,True,False,False,False,True,True,False,False,False,False
4908,142,2.25 Lakh,"87,537 kms",0.3932277985732975,799 cc,5 Seats,False,False,False,True,True,False,True,False,False,False
2059,83,11.70 Lakh,"1,35,000 kms",-1.1344157764786262,5461 cc,7 Seats,True,False,False,False,False,True,False,False,False,False
308,972,2.04 Lakh,"45,080 kms",-0.1159867264440103,796 cc,5 Seats,False,False,False,True,True,False,False,True,False,False
5424,551,10.25 Lakh,"15,000 kms",1.6662641111165672,1396 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
2859,1698,6.10 Lakh,"60,000 kms",0.9024423235906056,1995 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
2303,931,13.50 Lakh,"25,000 kms",0.3932277985732975,1248 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
3986,562,5.60 Lakh,"1,70,290 kms",0.1386205360646435,1248 cc,5 Seats,True,False,False,False,False,True,False,False,False,False
742,1252,4 Lakh,"25,000 kms",0.6478350610819515,995 cc,5 Seats,False,False,False,False,True,False,True,False,False,False
2263,901,7 Lakh,"80,000 kms",0.3932277985732975,1405 cc,7 Seats,True,False,False,False,True,True,False,False,False,False
4867,1231,6.68 Lakh,"45,795 kms",0.3932277985732975,1248 cc,8 Seats,True,False,False,False,True,True,False,False,False,False
2299,527,2.59 Lakh,"44,357 kms",-1.643630301495934,1498 cc,7 Seats,False,False,False,True,True,False,True,False,False,False
1397,813,16.13 Lakh,"29,827 kms",0.9024423235906056,1968 cc,5 Seats,False,False,False,True,False,False,True,False,False,False
233,1345,26.90 Lakh,"58,000 kms",0.9024423235906056,2143 cc,5 Seats,True,False,False,False,False,True,False,False,False,False
4651,1187,3 Lakh,"1,20,000 kms",-1.3890230389872802,1498 cc,7 Seats,False,False,False,True,True,False,True,False,False,False
4253,1318,43.75 Lakh,"40,200 kms",1.1570495860992591,1196 cc,5 Seats,True,False,False,False,False,True,False,False,False,False
1302,1411,2.85 Lakh,"83,000 kms",-0.8798085139699723,2498 cc,7 Seats,False,False,False,True,True,True,False,False,False,False
764,699,7.95 Lakh,"39,898 kms",0.6478350610819515,2995 cc,5 Seats,False,False,False,True,False,True,False,False,False,False
5332,1182,3 Lakh,"80,000 kms",-1.3890230389872802,1999 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
1200,16,14.25 Lakh,"82,005 kms",-0.6252012514613183,4367 cc,5 Seats,True,False,False,False,False,False,True,False,False,False
2972,1078,4.68 Lakh,"18,636 kms",1.6662641111165672,2755 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
2611,586,8.60 Lakh,"40,000 kms",0.9024423235906056,1197 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
2244,327,2.50 Lakh,"50,000 kms",-2.1528448265132423,1199 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
915,343,7.25 Lakh,"34,142 kms",0.1386205360646435,1199 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
44,1574,15.90 Lakh,"66,000 kms",0.9024423235906056,1956 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
1407,1302,13.75 Lakh,"40,000 kms",-0.6252012514613183,1396 cc,5 Seats,True,False,False,False,False,True,False,False,False,False
4991,568,3.69 Lakh,"46,962 kms",-1.1344157764786262,1497 cc,5 Seats,True,False,False,False,True,False,False,True,False,False
438,1319,32.95 Lakh,"47,253 kms",0.6478350610819515,2143 cc,5 Seats,True,False,False,False,False,True,False,False,False,False
1553,1318,39 Lakh,"24,000 kms",1.1570495860992591,1498 cc,5 Seats,True,False,False,False,False,False,True,False,False,False
5242,98,29 Lakh,"83,005 kms",-0.3705939889526643,1968 cc,5 Seats,True,False,False,False,False,False,True,False,False,False
1086,1068,5.43 Lakh,"92,530 kms",0.1386205360646435,1368 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
4704,1731,2.68 Lakh,"85,560 kms",-1.1344157764786262,1497 cc,7 Seats,False,False,False,True,True,True,False,False,False,False
1212,1568,12.60 Lakh,"33,500 kms",0.9024423235906056,0 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
4108,1339,58 Lakh,"17,000 kms",1.1570495860992591,796 cc,8 Seats,True,False,False,False,False,True,False,False,False,False
2329,1206,3.85 Lakh,"55,726 kms",-1.1344157764786262,1248 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
2077,1764,6.40 Lakh,"1,41,292 kms",-1.1344157764786262,1197 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
149,807,17 Lakh,"15,001 kms",1.1570495860992591,1451 cc,6 Seats,False,False,False,True,False,True,False,False,False,False
586,1406,2.85 Lakh,"34,000 kms",-0.8798085139699723,1197 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
5167,1812,5.68 Lakh,"13,278 kms",0.6478350610819515,2179 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
437,1723,2.95 Lakh,"80,000 kms",-2.407452089021896,1794 cc,5 Seats,False,False,False,True,True,False,True,False,False,False
12,917,8.62 Lakh,"10,381 kms",1.1570495860992591,1197 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
93,1621,3.10 Lakh,"1,60,000 kms",-0.6252012514613183,1396 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
3939,413,7.41 Lakh,"29,833 kms",1.4116568486079133,998 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
183,434,8.75 Lakh,"41,266 kms",0.1386205360646435,1591 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
3162,437,10.85 Lakh,"56,040 kms",1.1570495860992591,1086 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
642,95,32 Lakh,"78,000 kms",-0.1159867264440103,1197 cc,5 Seats,True,False,False,False,False,True,False,False,False,False
3673,633,1.50 Lakh,"1,10,000 kms",-0.8798085139699723,796 cc,5 Seats,False,False,False,True,True,False,False,True,False,False
1992,1750,8.79 Lakh,"1,19,570 kms",-1.3890230389872802,998 cc,5 Seats,True,False,False,False,True,False,True,False,False,False
1032,881,6.95 Lakh,"2,01,197 kms",-0.1159867264440103,1197 cc,5 Seats,True,False,False,False,True,False,False,True,False,False
4828,644,1.84 Lakh,"54,885 kms",-1.643630301495934,1197 cc,5 Seats,False,False,False,True,False,False,False,True,False,False
4167,1180,3.23 Lakh,"1,72,476 kms",-0.6252012514613183,1248 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
3197,1003,4.54 Lakh,"85,890 kms",-0.1159867264440103,624 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
1268,448,16.95 Lakh,"49,559 kms",1.1570495860992591,1497 cc,5 Seats,False,False,False,True,False,True,False,False,False,False
944,1892,54.50 Lakh,"34,000 kms",0.9024423235906056,2179 cc,4 Seats,True,False,False,False,False,True,False,False,False,False
3654,421,7.50 Lakh,"1,00,000 kms",-0.1159867264440103,1364 cc,7 Seats,True,False,False,False,True,True,False,False,False,False
