application_id,gender,international,gpa,major,race,gmat,work_exp,work_industry,admission
4357,1,0,3.48,0,1,690.0,6.0,10,0
4361,0,0,3.55,1,1,690.0,7.0,1,0
4370,0,0,3.55,0,0,700.0,6.0,10,0
4386,1,0,3.47,2,4,760.0,5.0,9,1
4393,1,0,3.25,0,4,690.0,7.0,5,0
4398,0,0,3.44,2,0,700.0,6.0,1,0
4411,0,0,3.41,0,1,660.0,6.0,5,0
4424,1,0,3.38,2,0,720.0,5.0,13,0
4447,1,0,3.36,1,3,700.0,5.0,0,0
4452,1,0,3.25,1,4,670.0,6.0,8,0
4476,1,0,3.27,1,4,700.0,3.0,4,0
4478,1,0,3.44,0,1,710.0,5.0,10,0
4488,1,0,3.29,1,4,670.0,6.0,7,1
4498,1,0,3.31,2,3,680.0,5.0,9,0
4510,1,0,3.27,1,0,720.0,5.0,8,0
4546,1,0,3.29,0,4,670.0,5.0,8,0
4569,1,0,3.22,1,4,700.0,7.0,3,1
4584,1,0,3.29,2,4,660.0,3.0,1,0
4602,1,0,3.21,0,1,680.0,6.0,1,0
4612,1,0,3.35,1,2,700.0,5.0,8,0
4642,1,0,3.41,0,0,730.0,5.0,10,0
4655,1,0,3.34,0,0,700.0,7.0,1,0
4658,1,0,3.39,0,4,710.0,5.0,8,0
4659,0,0,3.33,1,0,680.0,6.0,10,0
4670,1,0,3.5,2,0,690.0,3.0,9,0
4680,1,0,3.45,1,0,710.0,5.0,5,1
4696,1,0,3.28,0,1,720.0,5.0,1,0
4718,1,0,3.33,1,0,670.0,6.0,10,0
4734,1,0,3.73,1,1,780.0,5.0,8,0
4737,0,0,3.36,1,3,710.0,5.0,0,0
4743,1,0,3.39,2,0,700.0,5.0,9,0
4744,0,0,3.36,0,2,700.0,6.0,8,0
4749,1,0,3.51,0,1,780.0,4.0,1,0
4756,1,0,3.43,1,0,690.0,4.0,8,1
4770,0,0,3.27,2,0,700.0,5.0,1,0
4776,1,0,3.25,0,3,720.0,4.0,1,0
4785,1,0,3.36,1,1,710.0,4.0,13,0
4791,0,0,3.38,0,4,720.0,5.0,1,0
4809,1,0,3.29,1,4,670.0,4.0,10,0
4812,0,0,3.33,0,4,680.0,5.0,8,0
4824,0,0,3.3,0,4,740.0,5.0,1,0
4826,1,0,3.59,2,4,780.0,4.0,1,0
4844,1,0,3.33,1,0,720.0,5.0,9,0
4849,1,0,3.48,2,2,660.0,5.0,1,1
4861,0,0,3.4,1,4,690.0,5.0,11,0
4883,0,0,3.25,1,0,730.0,5.0,3,0
4887,1,0,3.53,2,2,700.0,4.0,4,0
4901,1,0,3.31,0,4,660.0,6.0,13,0
4903,0,0,3.36,1,0,710.0,6.0,8,0
4914,0,0,3.41,1,0,680.0,6.0,8,0
4926,1,0,3.56,1,2,670.0,6.0,1,0
4928,1,0,3.41,1,0,670.0,6.0,3,0
4930,0,0,3.27,1,1,660.0,5.0,1,0
4938,0,0,3.48,1,1,710.0,5.0,1,1
4944,0,0,3.36,0,3,700.0,6.0,1,0
4945,1,0,3.37,0,4,660.0,6.0,10,0
4950,1,0,3.26,1,4,660.0,5.0,10,0
4965,1,0,3.38,1,4,660.0,5.0,3,0
4974,0,0,3.59,1,4,750.0,3.0,1,0
4977,1,0,3.42,2,0,710.0,4.0,13,0
4988,1,0,3.45,1,1,690.0,5.0,3,0
5003,0,0,3.35,2,1,710.0,3.0,1,0
5014,1,0,3.25,1,3,710.0,6.0,1,0
5019,1,0,3.34,0,0,700.0,6.0,10,0
5027,1,0,3.44,1,0,690.0,5.0,9,0
5044,0,0,3.22,0,0,710.0,4.0,10,0
5056,0,0,3.39,2,4,690.0,5.0,13,0
5068,0,0,3.34,1,1,740.0,4.0,1,0
5085,1,0,3.48,1,3,750.0,4.0,5,0
5095,0,0,3.38,1,4,780.0,6.0,1,0
5131,0,0,3.44,1,0,730.0,7.0,13,0
5134,1,0,3.62,1,0,700.0,6.0,13,0
5135,1,0,3.35,1,2,750.0,4.0,1,0
5142,0,0,3.51,2,4,730.0,3.0,3,0
5144,1,0,3.41,1,1,730.0,5.0,10,0
5166,0,0,3.41,1,0,730.0,5.0,13,0
5214,1,0,3.21,0,4,750.0,4.0,1,0
5221,0,0,3.31,0,2,660.0,5.0,10,0
5223,0,0,3.35,0,4,670.0,5.0,8,0
5236,0,0,3.26,1,0,680.0,6.0,13,0
5240,1,0,3.31,2,2,660.0,5.0,10,0
5251,0,0,3.38,0,2,720.0,5.0,3,0
5253,0,0,3.38,0,0,710.0,5.0,3,0
5262,0,0,3.48,2,1,750.0,6.0,10,0
5274,1,0,3.44,0,4,750.0,3.0,10,0
5275,0,0,3.35,1,2,670.0,3.0,8,0
5285,1,0,3.29,1,0,670.0,7.0,3,0
5289,1,0,3.44,0,1,760.0,5.0,1,0
5296,1,0,3.26,2,0,720.0,3.0,1,1
5308,1,0,3.34,2,1,680.0,5.0,5,0
5315,0,0,3.41,0,0,660.0,5.0,1,0
5318,1,0,3.44,1,2,730.0,3.0,1,0
5337,0,0,3.27,2,1,660.0,7.0,10,0
5340,0,0,3.41,1,4,780.0,3.0,1,0
5356,0,0,3.22,1,1,660.0,7.0,3,0
5363,1,0,3.45,0,0,740.0,6.0,1,1
5373,0,0,3.23,0,1,660.0,6.0,1,0
5387,1,0,3.23,1,0,680.0,5.0,6,0
5397,0,0,3.38,1,0,700.0,4.0,3,0
5400,1,0,3.32,0,3,730.0,5.0,6,0
5408,0,0,3.41,2,4,760.0,6.0,1,0
5425,0,0,3.3,0,0,680.0,4.0,10,0
5455,1,0,3.51,1,0,690.0,4.0,13,0
5467,1,0,3.27,1,0,690.0,5.0,7,0
5477,1,0,3.22,1,4,660.0,5.0,13,0
5484,0,0,3.5,1,4,750.0,5.0,13,0
5499,1,0,3.43,1,0,660.0,6.0,1,0
5524,1,0,3.27,0,4,660.0,5.0,1,0
5550,0,0,3.57,0,4,720.0,5.0,5,0
5561,0,0,3.37,0,4,670.0,7.0,1,0
5567,1,0,3.38,0,0,680.0,6.0,1,0
5591,1,0,3.41,0,0,730.0,5.0,1,0
5604,0,0,3.28,1,4,720.0,5.0,13,0
5606,1,0,3.39,0,4,700.0,6.0,8,0
5613,1,0,3.38,1,4,660.0,5.0,1,0
5614,1,0,3.26,2,4,720.0,6.0,8,0
5644,1,0,3.48,0,4,690.0,4.0,8,0
5654,1,0,3.43,2,0,720.0,5.0,6,0
5664,1,0,3.32,2,4,680.0,6.0,4,0
5668,1,0,3.61,1,0,780.0,5.0,1,0
5675,0,0,3.35,0,1,660.0,6.0,13,0
5679,1,0,3.35,1,0,710.0,1.0,1,0
5688,1,0,3.55,0,2,660.0,4.0,13,0
5698,1,0,3.27,1,4,770.0,5.0,6,0
5706,1,0,3.5,2,1,760.0,5.0,5,0
5709,1,0,3.32,1,4,750.0,6.0,1,0
5724,0,0,3.24,2,4,670.0,6.0,10,0
5728,0,0,3.33,1,1,680.0,6.0,4,0
5735,0,0,3.32,2,0,670.0,4.0,13,0
5744,1,0,3.29,0,0,680.0,4.0,13,0
5755,0,0,3.34,1,4,700.0,6.0,1,0
5761,1,0,3.38,2,4,770.0,4.0,8,0
5768,1,0,3.51,0,4,740.0,4.0,0,0
5796,1,0,3.25,0,1,670.0,7.0,1,0
5802,1,0,3.27,2,0,670.0,5.0,3,1
5816,1,0,3.31,1,0,710.0,6.0,3,0
5823,1,0,3.4,1,4,690.0,5.0,13,0
5827,1,0,3.32,2,4,690.0,5.0,10,0
5832,0,0,3.29,2,4,660.0,6.0,4,0
5836,1,0,3.56,2,2,770.0,5.0,3,1
5851,0,0,3.25,0,4,670.0,4.0,9,0
5853,1,0,3.27,2,4,700.0,5.0,1,0
5868,1,0,3.46,0,3,730.0,4.0,10,0
5884,0,0,3.24,2,4,680.0,5.0,1,0
5910,1,0,3.66,0,4,770.0,5.0,9,0
5925,0,0,3.46,1,2,670.0,5.0,1,0
5930,1,0,3.48,1,0,760.0,8.0,3,0
5932,1,0,3.26,1,0,670.0,3.0,0,0
5933,1,0,3.26,1,0,740.0,6.0,8,0
5940,1,0,3.27,1,0,670.0,5.0,3,0
5954,1,0,3.39,2,2,680.0,5.0,12,0
5967,0,0,3.22,1,0,660.0,5.0,1,0
5993,0,0,3.44,2,4,720.0,5.0,8,0
5995,0,0,3.27,2,0,660.0,4.0,1,0
5997,0,0,3.23,0,1,710.0,5.0,8,0
6007,1,0,3.43,0,0,670.0,3.0,1,1
6047,1,0,3.41,2,4,710.0,5.0,13,0
6051,1,0,3.42,1,4,670.0,5.0,5,0
6090,1,0,3.5,2,4,700.0,3.0,1,0
6093,1,0,3.54,1,4,700.0,6.0,1,0
6101,1,0,3.38,2,0,700.0,7.0,3,0
6104,0,0,3.37,0,0,720.0,6.0,5,0
6115,0,0,3.38,0,2,690.0,7.0,13,0
6118,1,0,3.45,2,3,750.0,6.0,4,0
6151,0,0,3.46,0,0,680.0,5.0,5,0
6153,0,0,3.31,0,1,690.0,3.0,9,0
6169,0,0,3.21,2,4,680.0,5.0,1,0
6176,0,0,3.38,1,2,680.0,3.0,13,0
6178,1,0,3.35,1,2,750.0,5.0,10,0
